#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,7328887654.0,,589.55,8.0,12,32111091.0,5.64,75.9412586001,0.438144129314,72.9745047424,0.00169620897295,8.28952628942e-08,1.0915708328e-07,1.81805108378e-05
2,Ripple,1544467359.0,,0.015,12.0,99,94745.0,5.03,16.0036284695,0.00613447732954,0.215314062416,66.6666666667,1.24342894341e-07,7.76966889593e-07,2.72707662567e-05
3,Litecoin,377998138.0,,14.57,16.0,25,5976444.0,6.6,3.91678187788,1.58107762954,13.5818506142,0.0686341798216,1.65790525788e-07,4.23282508339e-06,3.63610216756e-05
4,PPCoin,79226100.0,,3.74,20.0,21,548216.0,5.27,0.820933548448,0.691963885639,1.24585586618,0.267379679144,2.07238157236e-07,2.52442061391e-05,4.54512770945e-05
5,DogeCoin,66350947.0,,0.0013,24.0,52,1087872.0,5.21,0.687522399356,1.6395726801,2.47225858577,769.230769231,2.48685788683e-07,3.6171299861e-05,5.45415325134e-05
6,Nxt,53643305.0,,0.054,28.0,999,154094.0,4.11,0.555846983811,0.287256722903,0.35018845463,18.5185185185,2.9013342013e-07,5.21966347897e-05,6.36317879323e-05
7,MasterCoin,27737972.0,,49.25,32.0,563,9819.0,14.73,0.287418310137,0.0353991272325,0.0223143044896,0.0203045685279,3.31581051577e-07,0.000115365319426,7.27220433512e-05
8,Namecoin,27673367.0,,3.42,36.0,8,501347.0,6.64,0.286748879079,1.81165884151,1.13934307088,0.292397660819,3.73028683024e-07,0.000130088976885,8.18122987702e-05
9,ProtoShares,25331655.0,,16.6,40.0,1,823551.0,0.1,0.262484275096,3.25107459422,1.87157223512,0.0602409638554,4.14476314471e-07,0.000157905198061,9.09025541891e-05
10,Quarkcoin,15113891.0,,0.061,44.0,247,97557.0,1.98,0.156608745975,0.645479049703,0.221704511976,16.393442623,4.55923945918e-07,0.000291122914675,9.9992809608e-05
11,MegaCoin,9072309.0,,0.41,48.0,22,305902.0,28.38,0.0940064299516,3.37182077903,0.695181828289,2.43902439024,4.97371577365e-07,0.000529082508102,0.000109083065027
12,Feathercoin,8891189.0,,0.26,52.0,34,43299.0,5.95,0.0921296811996,0.486987735836,0.0983997423458,3.84615384615,5.38819208812e-07,0.000584848663098,0.000118173320446
13,Primecoin,8186936.0,,1.81,56.0,4,67952.0,4.88,0.0848322765023,0.830005266928,0.154425259056,0.552486187845,5.8026684026e-07,0.000684016584471,0.000127263575865
14,Infinitecoin,7560796.0,,8.4e-05,60.0,90,132132.0,9.73,0.0783442715137,1.74759377187,0.300278407253,11904.7619048,6.21714471707e-07,0.000793567238159,0.000136353831284
15,Novacoin,5869479.0,,8.24,64.0,712,44872.0,6.27,0.0608190005946,0.76449715554,0.101974485289,0.121359223301,6.63162103154e-07,0.00109038638693,0.000145444086702
16,Worldcoin,5643381.0,,0.12,68.0,45,40757.0,6.64,0.0584761939509,0.722208902784,0.0926228850271,8.33333333333,7.04609734601e-07,0.00120495142894,0.000154534342121
17,Vertcoin,4015848.0,,2.01,72.0,1,145127.0,9.77,0.0416118469629,3.61385689897,0.329810374545,0.497512437811,7.46057366048e-07,0.00179289654389,0.00016362459754
18,MaxCoin,3735554.0,,0.85,76.0,4,352246.0,4.03,0.0387074663607,9.4295518148,0.800501527572,1.17647058824,7.87504997495e-07,0.00203450411907,0.000172714852959
19,YbCoin,3342358.0,,3.07,80.0,1,52592.0,-2.37,0.0346332056371,1.57349990635,0.119518678248,0.325732899023,8.28952628942e-07,0.00239351978454,0.000181805108378
20,Tickets,2725347.0,,4.1e-05,66876281414.0,TIX,34637.0,8.24,0.0282397945054,1.27092073046,0.0787147942362,24390.2439024,692.96586615,2453862.99117,151980.61988
21,Devcoin,2562658.0,,0.0004,87.0,6,55437.0,5.97,0.0265540260772,2.1632617384,0.125984122414,2500.0,9.01485983975e-07,0.00339491262588,0.000197713055361
22,DarkCoin,2389123.0,,0.7,91.0,3,95822.0,-39.85,0.0247558723965,4.01076043385,0.217761613688,1.42857142857,9.42933615422e-07,0.00380892905053,0.00020680331078
23,Digitalcoin,2122360.0,,0.16,95.0,13,30753.0,-1.1,0.0219916987695,1.44900016962,0.0698881562244,6.25,9.84381246869e-07,0.00447614919241,0.000215893566199
24,Zetacoin,2003195.0,,0.013,99.0,160,15345.0,0.46,0.0207569220192,0.766026273029,0.0348724923508,76.9230769231,1.02582887832e-06,0.00494210498728,0.000224983821618
25,Freicoin,1967084.0,,0.051,103.0,38,9282.0,14.58,0.0203827431644,0.471865970137,0.0210939376996,19.6078431373,1.06727650976e-06,0.00523617700108,0.000234074077037
26,NetCoin,1691336.0,,0.0076,107.0,223,18142.0,5.31,0.0175254677953,1.07264316493,0.0412288534524,131.578947368,1.10872414121e-06,0.00632635975347,0.000243164332456
27,Applecoin,1625439.0,,0.11,111.0,14,53871.0,16.05,0.0168426491529,3.31424310602,0.122425287418,9.09090909091,1.15017177266e-06,0.00682892437059,0.000252254587875
28,IXCoin,1448475.0,,0.079,115.0,18,3805.0,0.02,0.0150089644901,0.262690070591,0.00864710546723,12.6582278481,1.1916194041e-06,0.0079393845251,0.000261344843294
29,Mintcoin,1363890.0,,8.3e-05,119.0,16,153640.0,17.32,0.0141325025136,11.2648380735,0.34915671064,12048.1927711,1.23306703555e-06,0.00872504380852,0.000270435098712
30,Anoncoin,1295049.0,,1.72,123.0,754,13023.0,8.34,0.0134191784145,1.00559901594,0.0295955990801,0.581395348837,1.274514667e-06,0.00949771012525,0.000279525354131
31,UltraCoin,1225922.0,,0.25,127.0,4,60975.0,7.95,0.0127028908097,4.97380746899,0.138569581042,4.0,1.31596229845e-06,0.0103595497919,0.00028861560955
32,Terracoin,1223947.0,,0.23,131.0,5,18976.0,5.32,0.0126824260417,1.55039393046,0.0431241717073,4.34782608696,1.35740992989e-06,0.0107030778294,0.000297705864969
33,Unobtanium,1192893.0,,7.69,135.0,155,32051.0,-15.85,0.012360647355,2.68682941387,0.0728379441078,0.130039011704,1.39885756134e-06,0.011317025081,0.000306796120388
34,Copperlark,1141911.0,,0.18,139.0,6,868.0,2.46,0.0118323765683,0.0760129292038,0.0019725854259,5.55555555556,1.44030519279e-06,0.0121725773725,0.000315886375807
35,Mooncoin,960908.0,,3.6e-05,143.0,26,40127.0,-10.51,0.00995684015964,4.17594608433,0.0911911697986,27777.7777778,1.48175282423e-06,0.0148817576709,0.000324976631226
36,Particle,950628.0,,0.0014,147.0,688,1794.0,9.28,0.00985031974683,0.18871735316,0.00407697955538,714.285714286,1.52320045568e-06,0.0154634620482,0.000334066886645
37,MinCoin,916155.0,,0.57,151.0,1,66666.0,-2.31,0.00949311369711,7.27671627618,0.151502741939,1.75438596491,1.56464808713e-06,0.0164819271848,0.000343157142064
38,Kittehcoin,886558.0,,0.00014,155.0,6,15536.0,-2.52,0.00918643231012,1.75239521836,0.035306552047,7142.85714286,1.60609571858e-06,0.0174833457033,0.000352247397483
39,SecureCoin,774298.0,,0.61,159.0,1,19768.0,6.64,0.00802320453356,2.55302222142,0.0449240422802,1.6393442623,1.64754335002e-06,0.0205347295227,0.000361337652902
40,FedoraCoin,721312.0,,4.7e-06,163.0,152,33903.0,-13.52,0.00747416848359,4.70018521805,0.0770467323668,212765.957447,1.68899098147e-06,0.022597710838,0.00037042790832
41,BBQCoin,694758.0,,0.022,167.0,32,16540.0,15.07,0.00719901838223,2.38068507308,0.0375882061572,45.4545454545,1.73043861292e-06,0.0240371467475,0.000379518163739
42,CryptogenicBullion,676204.0,,0.72,171.0,943,5051.0,4.27,0.00700676354377,0.746963933961,0.0114787200302,1.38888888889,1.77188624436e-06,0.0252882266298,0.000388608419158
43,TagCoin,654057.0,,0.72,175.0,913,24608.0,12.58,0.00677727837035,3.76236321911,0.0559232513371,1.38888888889,1.81333387581e-06,0.0267560778342,0.000397698674577
44,MemoryCoin,649287.0,,0.14,179.0,4,46246.0,-15.58,0.00672785206985,7.1225821555,0.105096988026,7.14285714286,1.85478150726e-06,0.0275687022842,0.000406788929996
45,LottoCoin,633865.0,,8.3e-05,183.0,7,12954.0,-0.1,0.00656805072681,2.04365282828,0.0294387921741,12048.1927711,1.89622913871e-06,0.0288705008164,0.000415879185415
46,CacheCoin,615362.0,,2.68,187.0,229,5118.0,-15.43,0.00637632434564,0.83170556518,0.0116309818085,0.373134328358,1.93767677015e-06,0.0303886167817,0.000424969440834
47,Gridcoin,567540.0,,0.051,191.0,11,10262.0,-5.11,0.00588079718787,1.80815449131,0.0233210502772,19.6078431373,1.9791244016e-06,0.033654015576,0.000434059696253
48,EarthCoin,539857.0,,0.00038,195.0,1,38624.0,-14.21,0.00559394849254,7.1544872068,0.087775506325,2631.57894737,2.02057203305e-06,0.0361206764013,0.000443149951672
49,BitBar,515569.0,,51.88,199.0,9,822.0,6.61,0.00534227847439,0.159435497479,0.00186804748859,0.0192752505783,2.06201966449e-06,0.0385981313849,0.000452240207091
50,Colossuscoin,511295.0,,1.6e-06,203.0,312,6314.0,6.34,0.00529799168019,1.23490352927,0.0143489681787,625000.0,2.10346729594e-06,0.039703106817,0.000461330462509
51,Karmacoin,509644.0,,2.3e-05,207.0,21,290553.0,8.6,0.00528088417031,57.010972365,0.660300245682,43478.2608696,2.14491492739e-06,0.0406165872648,0.000470420717928
52,LeafCoin,499810.0,,4.1e-05,211.0,12,1228.0,-4.92,0.00517898516839,0.245693363478,0.0027907084136,24390.2439024,2.18636255883e-06,0.042216042096,0.000479510973347
53,Extremecoin,497279.0,,0.14,215.0,3,125.0,-9.43,0.0051527591796,0.0251367944353,0.000284070481841,7.14285714286,2.22781019028e-06,0.0432352864287,0.000488601228766
54,ReddCoin,487235.0,,4.1e-05,219.0,11,18282.0,-24.82,0.00504868417703,3.75219350006,0.0415470123921,24390.2439024,2.26925782173e-06,0.0449475099285,0.000497691484185
55,Sexcoin,395791.0,,0.0065,223.0,61,3294.0,6.96,0.00410114987452,0.832257428794,0.00748582533747,153.846153846,2.31070545318e-06,0.0563428678267,0.000506781739604
56,GoldCoin,379903.0,,0.013,227.0,29,1375.0,4.16,0.00393651988241,0.361934493805,0.00312477530025,76.9230769231,2.35215308462e-06,0.0597520946136,0.000515871995023
57,FlorinCoin,371015.0,,0.009,231.0,41,2916.0,2.04,0.00384442324534,0.785952050456,0.00662679620038,111.111111111,2.39360071607e-06,0.0622616336267,0.000524962250442
58,Yacoin,368746.0,,0.022,235.0,17,8098.0,-13.94,0.0038209120764,2.19609161862,0.0184032220956,45.4545454545,2.43504834752e-06,0.0637295048624,0.000534052505861
59,RedCoin,351705.0,,0.0099,239.0,35,5967.0,-0.63,0.00364433480453,1.69659231458,0.0135603885212,101.01010101,2.47649597896e-06,0.0679546779261,0.00054314276128
60,Fastcoin,349008.0,,0.0058,243.0,60,4177.0,30.25,0.00361638873902,1.19682070325,0.00949249922119,172.413793103,2.51794361041e-06,0.0696259111539,0.000552233016699
61,I0Coin,333724.0,,0.017,20216640.0,I0C,2869.0,-13.02,0.00345801733926,0.85969244046,0.00651998569921,58.8235294118,0.209482960955,6057.8921504,45.943605328
62,Frozen,327668.0,,0.055,250.0,5,484.0,10.31,0.00339526562525,0.147710487445,0.00109992090569,18.1818181818,2.59047696544e-06,0.0762967393825,0.000568140963682
63,Datacoin,298016.0,,0.17,254.0,1,15207.0,15.47,0.00308801433334,5.10274616128,0.0345588785388,5.88235294118,2.63192459689e-06,0.0852303232041,0.000577231219101
64,HunterCoin,295325.0,,0.41,258.0,713,2429.0,-15.01,0.00306013043928,0.822483704393,0.00552005760313,2.43902439024,2.67337222834e-06,0.0873613815288,0.000586321474519
65,CorgiCoin,291937.0,,1.8e-05,262.0,16,3232.0,16.95,0.00302502429544,1.10708817313,0.00734492637848,55555.5555556,2.71481985979e-06,0.0897453902726,0.000595411729938
66,Deutsche-eMark,254037.0,,0.053,266.0,4,6361.0,-19.78,0.00263230798748,2.50396595771,0.0144557786799,18.8679245283,2.75626749123e-06,0.10470915654,0.000604501985357
