#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,8239782701.0,,665.95,5.0,12,34708348.0,5.36,76.1750190514,0.421228923862,77.7412108661,0.0015016142353
2,Ripple,1727528539.0,,0.017,9.0,99,47362.0,5.08,15.9706298267,0.00274160449051,0.106083390343,58.8235294118
3,Litecoin,454703134.0,,17.79,13.0,25,5881854.0,4.36,4.20363268693,1.29355915106,13.1744228247,0.0562113546936
4,PPCoin,96310188.0,,4.56,17.0,21,770037.0,6.13,0.890366975922,0.799538466273,1.72476110911,0.219298245614
5,DogeCoin,49834372.0,,0.0011,21.0,46,850530.0,3.10,0.460708051931,1.70671359117,1.90505270023,909.090909091
6,Nxt,46544441.0,,0.047,25.0,999,72295.0,6.23,0.430293347357,0.155324671318,0.161929367528,21.2765957447
7,MasterCoin,34915923.0,,62.00,29.0,563,4936.0,2.89,0.322790199236,0.0141368166037,0.0110558594386,0.0161290322581
8,Namecoin,33717678.0,,4.22,33.0,7,720590.0,4.29,0.311712681902,2.1371281854,1.61400764848,0.236966824645
9,Quarkcoin,18199114.0,,0.074,37.0,247,94351.0,6.19,0.168246895091,0.518437326125,0.211331319671,13.5135135135
10,ProtoShares,14852687.0,,10.29,41.0,1,16192.0,3.73,0.137309897147,0.109017311144,0.0362675194551,0.0971817298348
11,MegaCoin,10255019.0,,0.46,45.0,22,18021.0,6.73,0.0948054452458,0.175728587144,0.0403641902236,2.17391304348
12,Primecoin,9717401.0,,2.23,49.0,4,155976.0,6.96,0.0898352824541,1.60512054612,0.349361574514,0.448430493274
13,Infinitecoin,8339331.0,,9.3,5.0,53,12115.0,4.71,0.0770953216671,0.145275442359,0.0271356841773,0.10752688172
14,Worldcoin,7532422.0,,0.17,57.0,43,174420.0,15.01,0.0696356214932,2.31558985941,0.390673217846,5.88235294118
