#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,8764509582.0,,707.94,5.0,12,124516721.0,1.23,76.2320800108,1.42069239397,73.0008057503,0.00141254908608,4.34890733461e-08,5.70482575576e-08,2.93136556938e-06,0.0
2,Ripple,1831522839.0,,0.018,9.0,99,124401.0,7.16,15.9302462161,0.00679221669264,0.0729329616393,55.5555555556,7.8280332023e-08,4.9139436366e-07,5.27645802489e-06,0.0
3,Litecoin,457527834.0,,17.87,13.0,25,29868384.0,3.51,3.97949230614,6.52821135249,17.5110304941,0.0559597090095,1.130715907e-07,2.84135718834e-06,7.62155048039e-06,0.0
4,PPCoin,98742843.0,,4.67,17.0,21,3007322.0,1.4,0.858846948326,3.04561010057,1.76311203337,0.214132762313,1.47862849377e-07,1.72164376511e-05,9.96664293589e-06,0.0
5,DogeCoin,69973423.0,,0.0015,21.0,47,4915942.0,9.23,0.608615865025,7.02544164518,2.88208462397,666.666666667,1.82654108054e-07,3.0011394469e-05,1.23117353914e-05,0.0
6,Nxt,50934504.0,,0.051,25.0,999,187033.0,1.9,0.443018876061,0.367202947534,0.109652419308,19.6078431373,2.1744536673e-07,4.90826415037e-05,1.46568278469e-05,0.0
7,MasterCoin,36962101.0,,65.63,29.0,563,33288.0,2.53,0.321489504283,0.0900598155933,0.0195158594147,0.0152369343288,2.52236625407e-07,7.84587434573e-05,1.70019203024e-05,0.0
8,Namecoin,33531289.0,,4.19,33.0,8,3255036.0,4.68,0.291648937342,9.7074586068,1.9083400915,0.238663484487,2.87027884084e-07,9.84155425698e-05,1.93470127579e-05,0.0
9,Quarkcoin,19685978.0,,0.08,37.0,247,707663.0,3.39,0.171224988226,3.59475663338,0.414883790585,12.5,3.21819142761e-07,0.000187951038043,2.16921052134e-05,0.0
10,ProtoShares,16747935.0,,11.53,41.0,1,301250.0,3.75,0.145670434722,1.79872921647,0.176614775555,0.0867302688638,3.56610401438e-07,0.000244806300001,2.40371976689e-05,0.0
11,MegaCoin,10974981.0,,0.50,45.0,22,25439.0,0.17,0.0954583507362,0.23179083408,0.0149142017439,2.0,3.91401660115e-07,0.000410023488879,2.63822901244e-05,0.0
12,Primecoin,10426643.0,,2.38,49.0,4,223385.0,1.2,0.0906890084361,2.14244412128,0.130964619543,0.420168067227,4.26192918792e-07,0.000469949915807,2.87273825799e-05,0.0
13,Infinitecoin,9485565.0,,0.00011,53.0,90,30731.0,4.07,0.0825036864028,0.323976484268,0.0180167590625,9090.90909091,4.60984177469e-07,0.000558743733241,3.10724750354e-05,0.0
14,Feathercoin,9326105.0,,0.28,57.0,32,979985.0,35.9,0.0811167328757,10.5079773389,0.574538857502,3.57142857143,4.95775436146e-07,0.000611187628705,3.34175674909e-05,0.0
15,Worldcoin,8023575.0,,0.18,61.0,44,497919.0,6.14,0.0697875683346,6.20570007758,0.291916522588,5.55555555556,5.30566694822e-07,0.000760259609962,3.57626599464e-05,0.0
16,Novacoin,6973255.0,,9.95,65.0,700,162357.0,2.76,0.0606520796312,2.32828141234,0.0951855439496,0.100502512563,5.65357953499e-07,0.000932132841836,3.81077524019e-05,0.0
17,Vertcoin,6266530.0,,3.78,69.0,1,244678.0,3.82,0.0545051165591,3.90452132201,0.143448132957,0.26455026455,6.00149212176e-07,0.00110108784287,4.04528448575e-05,0.0
18,Devcoin,4089430.0,,0.00065,73.0,6,116605.0,2.77,0.0355691042427,2.85137537505,0.0683623764435,1538.46153846,6.34940470853e-07,0.0017850898536,4.2797937313e-05,0.0
