#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
12,Bitcoin,9172796663.0,,752.49,12189925.0,BTC,21574453.0,+4.36,70.5744763976,0.235200384273,54.3817775718,0.00132892131457
13,Ripple,2741947239.0,,0.027,99999998252.0,XRP,74962.0,+0.77,21.0962368198,0.00273389651463,0.188953426088,37.037037037
14,Litecoin,591102263.0,,24.23,24395292.0,LTC,14085660.0,+8.09,4.54787500926,2.38294807543,35.505105463,0.0412711514651
15,MasterCoin,102667313.0,,182.30,563162.0,MSC,121324.0,3.70,0.789910877165,0.118171983326,0.305816086374,0.00548546352167
16,PPCoin,90950418.0,,4.33,20983672.0,PPC,517156.0,+5.64,0.699762391375,0.568613109618,1.30357245034,0.230946882217
17,Nxt,72714467.0,,0.073,999997986.0,NXT,681503.0,+26.04,0.55945701443,0.937231651578,1.71783472612,13.698630137
18,Namecoin,39228319.0,,5.15,7621542.0,NMC,1114904.0,+9.23,0.301818319439,2.84208966487,2.81028962087,0.194174757282
19,Quarkcoin,26397247.0,,0.11,246902201.0,QRK,103318.0,+1.62,0.203097479843,0.391396875591,0.260429151792,9.09090909091
20,ProtoShares,25737830.0,,21.08,1221119.0,PTS,37183.0,+3.47,0.198023998852,0.144468278794,0.0937255575124,0.0474383301708
21,Worldcoin,19007132.0,,0.50,37699974.0,WDC,122431.0,+3.96,0.14623875771,0.644131897437,0.308606452728,2.0
22,MegaCoin,18961390.0,,0.88,21499800.0,MEC,46564.0,+8.16,0.145886823854,0.245572713815,0.117371832827,1.13636363636
23,Infinitecoin,10358223.0,,0.00012,89312395789.0,IFC,84819.0,+24.13,0.0796950146713,0.818856670686,0.213799533729,8333.33333333
24,Primecoin,10205061.0,,2.69,3788191.0,XPM,69076.0,+6.19,0.0785166032935,0.676879834427,0.174116844007,0.371747211896
25,Feathercoin,9482745.0,,0.34,28004050.0,FTC,65331.0,+4.78,0.0729591843987,0.688946080486,0.164676986737,2.94117647059
26,Novacoin,7500020.0,,13.91,539045.0,NVC,35809.0,+4.96,0.0577043189681,0.477452060128,0.0902621759665,0.0718907260963
27,DogeCoin,7274454.0,,0.00043,16959960284.0,DOGE,339618.0,+0.12,0.0559688392744,4.66863904837,0.856060199318,2325.58139535
28,Zetacoin,5752028.0,,0.036,159249844.0,ZET,9254.0,+8.89,0.0442554631089,0.160882387916,0.023326151984,27.7777777778
29,Devcoin,3829781.0,,0.00064,5987620050.0,DVC,5342.0,+2.05,0.0294659086779,0.139485782607,0.0134653451371,1562.5
30,Anoncoin,2828688.0,,4.54,623685.0,ANC,10105.0,+1.07,0.0217636105788,0.357232752428,0.025471230365,0.220264317181
31,Digitalcoin,2732910.0,,0.23,11841611.0,DGC,19598.0,+1.17,0.021026705309,0.717111064762,0.0493998191681,4.34782608696
32,NetCoin,2700085.0,,0.014,189851898.0,NET,23261.0,0.80,0.0207741534131,0.861491397493,0.0586329826344,71.4285714286
33,Freicoin,2632009.0,,0.075,34973832.0,FRC,2127.0,+0.04,0.0202503842474,0.0808127935733,0.00536143562458,13.3333333333
34,Copperlark,2441848.0,,0.44,5489249.0,CLR,1290.0,+2.38,0.0187873066823,0.0528288411072,0.00325164642958,2.27272727273
35,Terracoin,2296657.0,,0.48,4768870.0,TRC,27353.0,+6.19,0.0176702232912,1.19099195047,0.0689475075878,2.08333333333
36,IXCoin,2273901.0,,0.13,17360882.0,IXC,6548.0,+9.11,0.0174951411604,0.287963284241,0.0165052564503,7.69230769231
37,CryptogenicBullion,2039035.0,,2.20,927706.0,CGB,3773.0,0.04,0.015688108302,0.185038510864,0.00951043564248,0.454545454545
38,EarthCoin,1802799.0,,0.0036,502364926.0,EAC,134686.0,+47.33,0.0138705348161,7.47093824658,0.339497093809,277.777777778
39,Tickets,1747862.0,,2.6,5.0,66,9812.0,+23.81,0.0134478556538,0.561371549928,0.024732678114,0.384615384615
40,GoldCoin,1534317.0,,0.053,29107580.0,GLD,2696.0,+3.86,0.0118048641959,0.175713363014,0.0067956889722,18.8679245283
41,BBQCoin,1319794.0,,0.045,29531954.0,BQC,4023.0,+0.95,0.0101543481148,0.304820297713,0.0101405996792,22.2222222222
42,Sexcoin,1065936.0,,0.022,49130125.0,SXC,18428.0,+4.51,0.00820119292264,1.72880923433,0.0464506514762,45.4545454545
44,Fastcoin,1000864.0,,0.021,48295925.0,FST,17169.0,+6.78,0.00770053619854,1.71541787895,0.0432771453872,47.619047619
45,MemoryCoin,969944.0,,0.56,1718639.0,MMC,12928.0,+4.66,0.00746264116059,1.3328604538,0.0325870426679,1.78571428571
46,StableCoin,848255.0,,0.093,9118780.0,SBC,8458.0,+16.82,0.00652637954116,0.997105823131,0.021319709691,10.752688172
47,Deutsche-eMark,794357.0,,0.28,2853000.0,DEM,10853.0,+11.66,0.00611169432916,1.3662622725,0.027356681163,3.57142857143
48,Datacoin,790863.0,,0.49,1618434.0,DTC,6809.0,+8.46,0.00608481188212,0.860958219059,0.0171631477047,2.04081632653
49,FlorinCoin,735142.0,,0.021,35856100.0,FLO,5991.0,+6.57,0.00565610071105,0.814944595738,0.0151012509764,47.619047619
50,GrandCoin,639013.0,,0.0023,273935000.0,GDC,8398.0,+4.04,0.00491649488625,1.31421426481,0.0211684703222,434.782608696
51,Yacoin,627452.0,,0.046,13560485.0,YAC,2327.0,9.04,0.00482754583924,0.370865022344,0.00586556685398,21.7391304348
52,Unobtanium,595101.0,,5.27,112978.0,UNO,17438.0,15.37,0.00457864084659,2.93025889723,0.0439552018907,0.189753320683
53,I0Coin,588695.0,,0.029,20059725.0,I0C,1300.0,+9.99,0.00452935379572,0.220827423369,0.00327685299105,34.4827586207
54,MinCoin,576355.0,,0.39,1493042.0,MNC,3734.0,+15.39,0.00443441120942,0.64786459734,0.00941213005275,2.5641025641
