#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,8414187927.0,,679.83,5.0,12,38655426.0,0.60,76.1550850686,0.459407685392,73.5431762464,0.00147095597429,4.52539720585e-08,5.94234410187e-08,9.51265887567e-06,0.0
2,Ripple,1744364484.0,,0.017,9.0,99,82164.0,1.73,15.7878843237,0.00471025412141,0.156319620772,58.8235294118,8.14571497052e-08,5.15947216453e-07,1.71227859762e-05,0.0
3,Litecoin,467868102.0,,18.29,13.0,25,5414356.0,+0.07,4.23457800299,1.15723982397,10.3009843319,0.0546746856206,1.17660327352e-07,2.77856086885e-06,2.47329130767e-05,0.0
4,PPCoin,97562881.0,,4.62,17.0,21,678960.0,0.34,0.883021578144,0.6959204085,1.29174297405,0.21645021645,1.53863504999e-07,1.7424659692e-05,3.23430401773e-05,0.0
5,DogeCoin,64260904.0,,0.0014,21.0,47,4290158.0,+21.16,0.581612230814,6.6761556918,8.16216191535,714.285714286,1.90066682646e-07,3.26792788349e-05,3.99531672778e-05,0.0
6,Nxt,48419739.0,,0.048,25.0,999,91071.0,+1.00,0.438237103157,0.188086515708,0.173265471293,20.8333333333,2.26269860292e-07,5.16318355206e-05,4.75632943784e-05,0.0
7,MasterCoin,34708455.0,,61.63,29.0,563,9074.0,3.23,0.314139090553,0.0261434857875,0.0172635733276,0.0162258640273,2.62473037939e-07,8.35531284812e-05,5.51734214789e-05,0.0
8,Namecoin,34642719.0,,4.33,33.0,7,438367.0,+0.14,0.313544127531,1.26539432427,0.83400714667,0.230946882217,2.98676215586e-07,9.52581118128e-05,6.27835485794e-05,0.0
9,Quarkcoin,19386186.0,,0.078,37.0,247,245555.0,+3.44,0.175460383913,1.26664935537,0.467176190043,12.8205128205,3.34879393233e-07,0.000190857551867,7.039367568e-05,0.0
10,ProtoShares,16654323.0,,11.50,41.0,1,84449.0,+9.17,0.150734853539,0.507069545847,0.160666905878,0.0869565217391,3.71082570879e-07,0.000246182327555,7.80038027805e-05,0.0
