#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,7057467334.0,,567.93,8.0,12,56880308.0,-4.68,75.9441199621,0.805959210409,73.082341562,0.00176078037786,8.60865422317e-08,1.13355111988e-07,1.02787546878e-05
2,Ripple,1479628838.0,,0.015,12.0,99,154665.0,0.23,15.9220163062,0.0104529592846,0.198720449223,66.6666666667,1.29129813347e-07,8.11014201117e-07,1.54181320316e-05
3,Litecoin,362019216.0,,13.98,16.0,25,9260013.0,-5.43,3.89562281586,2.55787886133,11.8976752541,0.071530758226,1.72173084463e-07,4.41965489478e-06,2.05575093755e-05
4,PPCoin,77600547.0,,3.67,20.0,21,921748.0,-5.23,0.835045345814,1.18781121478,1.18430269699,0.272479564033,2.15216355579e-07,2.57730142031e-05,2.56968867194e-05
5,DogeCoin,64407649.0,,0.0012,24.0,52,2477568.0,-3.84,0.69307897446,3.84669839447,3.18328921178,833.333333333,2.58259626695e-07,3.72626549371e-05,3.08362640633e-05
6,Nxt,52952966.0,,0.053,28.0,999,186764.0,-6.29,0.569817217981,0.352697901757,0.239962667563,18.8679245283,3.01302897811e-07,5.28771136257e-05,3.59756414071e-05
7,MasterCoin,29515819.0,,52.41,32.0,563,24672.0,-19.54,0.317614349856,0.0835890747263,0.031699679457,0.0190803281816,3.44346168927e-07,0.000108416439334,4.1115018751e-05
8,Namecoin,26866388.0,,3.32,36.0,8,865745.0,-5.03,0.289104305647,3.22240935402,1.11234755964,0.301204819277,3.87389440042e-07,0.00013399642706,4.62543960949e-05
9,ProtoShares,25628185.0,,16.93,40.0,1,2954610.0,-3.87,0.27578022879,11.5287524263,3.7962139235,0.0590667454223,4.30432711158e-07,0.000156078161602,5.13937734388e-05
10,Quarkcoin,14893550.0,,0.06,44.0,247,151786.0,-5.76,0.160266777632,1.01913915755,0.195021382379,16.6666666667,4.73475982274e-07,0.000295429900863,5.65331507827e-05
11,Feathercoin,8537798.0,,0.25,48.0,34,80084.0,-6.54,0.0918736885115,0.93799361381,0.102895473802,4.0,5.1651925339e-07,0.000562205852141,6.16725281265e-05
12,Primecoin,7860125.0,,1.74,52.0,4,145441.0,-7.06,0.0845813728448,1.85036497511,0.186869045068,0.574712643678,5.59562524506e-07,0.000661567087037,6.68119054704e-05
