#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,10842237306.0,,880.25,5.0,12,30671783.0,2.21,77.3582405852,0.282891640667,58.5088641881,0.00113604089747
2,Ripple,2035678735.0,,0.02,8.0,99,79918.0,4.84,14.5243570023,0.00392586505061,0.152449937722,50.0
3,Litecoin,597800919.0,,23.74,11.0,25,11298003.0,2.42,4.26524766143,1.88992733884,21.5518388065,0.0421229991575
4,PPCoin,123436008.0,,5.85,14.0,21,1751648.0,0.93,0.880703136654,1.41907376007,3.34140779939,0.17094017094
5,Nxt,76809580.0,,0.077,17.0,999,150692.0,8.35,0.548028400522,0.196189069124,0.287456968583,12.987012987
6,DogeCoin,61824968.0,,0.0017,20.0,37,4684190.0,0.61,0.441114745392,7.57653445126,8.93546477364,588.235294118
7,MasterCoin,57806337.0,,102.65,23.0,563,30405.0,11.13,0.412442229292,0.052598039554,0.0579999544089,0.00974184120799
8,Namecoin,46514056.0,,5.91,26.0,7,1301466.0,0.95,0.331872973547,2.7980058329,2.48264984919,0.169204737733
9,Quarkcoin,21997732.0,,0.089,29.0,247,98639.0,4.27,0.1569515402,0.448405317421,0.188161733364,11.2359550562
10,ProtoShares,16784275.0,,12.13,32.0,1,13384.0,2.34,0.1197540643,0.0797413054779,0.0255310439009,0.0824402308326
11,Worldcoin,14468366.0,,0.34,35.0,41,112664.0,4.15,0.103230293372,0.778691940749,0.214915535718,2.94117647059
12,MegaCoin,14317960.0,,0.65,38.0,21,31552.0,0.1,0.102157162135,0.220366588536,0.0601879480845,1.53846153846
13,Primecoin,14074587.0,,3.36,41.0,4,247850.0,5.82,0.100420720978,1.7609752954,0.472793576722,0.297619047619
14,Infinitecoin,12118179.0,,0.00013,44.0,89,205399.0,1.6,0.0864619524624,1.69496588555,0.391814919771,7692.30769231
15,Feathercoin,10170041.0,,0.33,47.0,31,270206.0,2.52,0.0725621895404,2.6568821109,0.515439423812,3.0303030303
16,Novacoin,8426945.0,,14.68,50.0,573,42821.0,2.18,0.0601253800586,0.508143817243,0.081684461363,0.0681198910082
17,Tickets,4175163.0,,6.2,5.0,66,45838.0,1.65,0.0297893557133,1.09787330459,0.0874396286858,0.161290322581
18,YbCoin,3974087.0,,4.12,55.0,963,307.0,20.04,0.0283546992725,0.00772504477129,0.000585626903585,0.242718446602
19,Devcoin,3968056.0,,0.00064,58.0,6,9773.0,4.26,0.0283116687119,0.24629188701,0.0186427743607,1562.5
20,Kittehcoin,3649180.0,,0.00074,61.0,4,505424.0,194.11,0.026036521468,13.8503444609,0.96413645641,1351.35135135
21,Zetacoin,3574336.0,,0.022,64.0,159,15243.0,0.28,0.0255025172773,0.426456830024,0.0290772341738,45.4545454545
22,Digitalcoin,3555033.0,,0.28,67.0,12,27480.0,2.61,0.0253647923709,0.772988605169,0.0524202843991,3.57142857143
23,Mooncoin,3302599.0,,0.00013,70.0,25,82111.0,8.25,0.0235637019176,2.48625400783,0.156633259545,7692.30769231
24,Anoncoin,2473842.0,,3.58,73.0,691,8214.0,3.56,0.0176506065312,0.33203413961,0.015668857935,0.279329608939
25,Copperlark,2241981.0,,0.37,76.0,5,2298.0,1.04,0.0159963023028,0.102498638481,0.00438361766918,2.7027027027
26,FedoraCoin,2030678.0,,1.8,5.0,79,140183.0,9.88,0.0144886772759,6.90326088134,0.267410215718,0.555555555556
27,IXCoin,1950902.0,,0.11,82.0,17,5015.0,2.0,0.0139194837758,0.257060580183,0.00956651114489,9.09090909091
28,Terracoin,1946353.0,,0.39,85.0,5,24400.0,0.07,0.0138870271318,1.25362665457,0.0465449395684,2.5641025641
29,Freicoin,1798146.0,,0.049,88.0,36,490.0,6.08,0.012829585532,0.0272502900209,0.000934713950348,20.4081632653
30,EarthCoin,1554639.0,,0.0015,91.0,1,83749.0,3.05,0.0110921882994,5.3870384057,0.15975787475,666.666666667
31,Particle,1544780.0,,0.0022,94.0,694,8212.0,32.3,0.0110218453552,0.531596732221,0.015665042776,454.545454545
32,LottoCoin,1511740.0,,0.00029,97.0,5,173796.0,1.84,0.0107861083761,11.4964213423,0.331529685132,3448.27586207
33,TagCoin,1026194.0,,1.36,100.0,757,14177.0,3.06,0.00732178793903,1.38151265745,0.0270437544369,0.735294117647
34,CryptogenicBullion,949313.0,,1.01,103.0,937,30732.0,7.02,0.0067732499642,3.23728843911,0.0586237329022,0.990099009901
35,BBQCoin,877856.0,,0.028,106.0,31,3076.0,0.29,0.00626341166778,0.350399154303,0.0058677145128,35.7142857143
36,GoldCoin,862812.0,,0.029,109.0,29,3964.0,8.69,0.00615607428542,0.45942800981,0.00756164510037,34.4827586207
37,Extremecoin,853024.0,,0.25,112.0,3,826.0,19.01,0.00608623791885,0.0968319765915,0.00157566065916,4.0
38,Dimecoin,749547.0,,7.4,6.0,115,58608.0,2.55,0.00534794023775,7.81912275014,0.11179941878,0.135135135135
40,BitBar,680879.0,,72.48,121.0,9,5523.0,2.5,0.00485800116755,0.8111573422,0.0105355615261,0.0137969094923
41,Frozen,680463.0,,0.13,124.0,5,7995.0,8.46,0.00485503305063,1.17493530141,0.0152510980266,7.69230769231
42,MemoryCoin,657055.0,,0.22,127.0,3,11138.0,4.15,0.00468801939426,1.69513967628,0.0212466203653,4.54545454545
43,Fastcoin,648832.0,,0.012,130.0,54,5570.0,1.78,0.00462934914066,0.858465673703,0.0106252177621,83.3333333333
44,Datacoin,526301.0,,0.27,133.0,1,1297.0,4.62,0.00375510314239,0.246436924878,0.00247413059919,3.7037037037
45,Unobtanium,518462.0,,3.74,136.0,138,7194.0,6.38,0.00369917268903,1.38756553036,0.0137231268547,0.267379679144
46,ASICcoin,514694.0,,0.0012,139.0,415,9609.0,0.36,0.00367228839916,1.86693452809,0.0183299313243,833.333333333
47,Deutsche-eMark,509380.0,,0.13,142.0,3,4578.0,12.09,0.00363437355937,0.898739644273,0.00873289890754,7.69230769231
48,RedCoin,460032.0,,0.014,145.0,32,3878.0,3.63,0.0032822806888,0.842984835838,0.00739759326418,71.4285714286
49,StableCoin,447678.0,,0.045,148.0,9,13251.0,12.3,0.00319413617792,2.95993995684,0.0252773358287,22.2222222222
50,JKC,445931.0,,0.044,151.0,10,3186.0,14.25,0.00318167151381,0.714460308882,0.00607754825675,22.7272727273
51,Vertcoin,444039.0,,0.36,154.0,1,12383.0,11.53,0.0031681722897,2.78871900892,0.0236215568309,2.77777777778
52,I0Coin,428697.0,,0.021,20141340.0,I0C,881.0,10.18,0.00305870870819,0.205506453276,0.00168057753114,47.619047619
53,Yacoin,418502.0,,0.027,159.0,15,559.0,0.62,0.00298596843877,0.133571643624,0.00106633693519,37.037037037
54,Catcoin,415573.0,,0.39,162.0,1,6540.0,6.06,0.00296507032704,1.57373072842,0.0124755698679,2.5641025641
55,Grain,415373.0,,0.00055,165.0,761,8513.0,11.77,0.00296364334775,2.04948323555,0.0162392242027,1818.18181818
56,RonPaulCoin,375853.0,,25.71,168.0,14,30207.0,5.88,0.0026816722396,8.03691868896,0.0576222536697,0.0388953714508
57,FlorinCoin,361613.0,,0.0091,171.0,39,1557.0,9.74,0.002580071314,0.430570803594,0.00297010126672,109.89010989
58,FourtyTwo,333675.0,,308,88.0,174,13795.0,0.82,0.00238073657667,4.13426238106,0.0263150590715,0.00324675324675
59,GrandCoin,309794.0,,0.00097,177.0,319,6046.0,7.35,0.00221034811428,1.95161946326,0.0115332255996,1030.92783505
