#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,7069223858.0,,568.82,8.0,12,47015538.0,1.17,75.8803010993,0.665073549012,76.6876075892,0.00175802538589,8.58711537487e-08,1.13166595947e-07,1.3048895893e-05
2,Ripple,1502679795.0,,0.015,12.0,99,98421.0,2.78,16.1296059639,0.00654969876666,0.160535672835,66.6666666667,1.28806730623e-07,7.98573324798e-07,1.95733438394e-05
3,Litecoin,359690470.0,,13.88,16.0,25,7362763.0,-1.68,3.86087945641,2.04697194229,12.0094909839,0.0720461095101,1.71742307497e-07,4.44826909092e-06,2.60977917859e-05
4,PPCoin,76391255.0,,3.61,20.0,21,749555.0,-0.11,0.819975650395,0.981205243977,1.22260814513,0.277008310249,2.14677884372e-07,2.6181007237e-05,3.26222397324e-05
5,DogeCoin,63412170.0,,0.0012,24.0,52,1690926.0,-0.18,0.680659524951,2.66656384729,2.75808966709,833.333333333,2.57613461246e-07,3.78476245175e-05,3.91466876789e-05
6,Nxt,51695207.0,,0.052,28.0,999,94666.0,-4.66,0.554890883546,0.183123359966,0.154410847325,19.2307692308,3.0054903812e-07,5.4163628748e-05,4.56711356253e-05
7,Namecoin,26257969.0,,3.24,32.0,8,648068.0,-0.96,0.281850261641,2.46808121375,1.05707148294,0.308641975309,3.43484614995e-07,0.000121867765173,5.21955835718e-05
8,MasterCoin,26139582.0,,46.42,36.0,563,34390.0,-17.98,0.280579508106,0.131562930119,0.0560939412198,0.021542438604,3.86420191869e-07,0.000137722171686,5.87200315183e-05
9,ProtoShares,25038956.0,,16.51,40.0,1,486439.0,-8.43,0.268765505048,1.94272876233,0.793436483659,0.0605693519079,4.29355768743e-07,0.000159751069493,6.52444794648e-05
10,Quarkcoin,14665230.0,,0.059,44.0,247,73016.0,-1.09,0.157415027511,0.497885133748,0.119097272815,16.9491525424,4.72291345618e-07,0.000300029389242,7.17689274113e-05
11,Feathercoin,8670142.0,,0.25,48.0,34,64269.0,0.09,0.0930643870881,0.741268136093,0.104829936268,4.0,5.15226922492e-07,0.000553624150562,7.82933753577e-05
12,Primecoin,7860906.0,,1.74,52.0,4,76731.0,-0.8,0.0843781334662,0.976108860734,0.125156853845,0.574712643678,5.58162499366e-07,0.000661501358749,8.48178233042e-05
13,MegaCoin,7083139.0,,0.32,56.0,22,36262.0,-7.01,0.0760296647615,0.511948163095,0.0591473828588,3.125,6.01098076241e-07,0.00079060992591,9.13422712507e-05
14,Infinitecoin,7080448.0,,7.8e-05,60.0,90,319891.0,-0.96,0.0760007798522,4.51794858178,0.521778044512,12820.5128205,6.44033653115e-07,0.000847404006074,9.78667191972e-05
