#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,7392073902.0,,594.64,8.0,12,31556903.0,6.76,76.0127524691,0.426901887324,73.7161921383,0.00168168976187,8.22640611842e-08,1.08224026248e-07,1.86878141086e-05
2,Ripple,1547162999.0,,0.015,12.0,99,93801.0,5.65,15.9094889515,0.00606277425589,0.2191169564,66.6666666667,1.23396091776e-07,7.75613171189e-07,2.80317211629e-05
3,Litecoin,380126162.0,,14.65,16.0,25,5861079.0,7.46,3.90884023106,1.54187729915,13.6913443535,0.0682593856655,1.64528122368e-07,4.20912886285e-06,3.73756282172e-05
4,PPCoin,80114929.0,,3.78,20.0,21,541307.0,6.15,0.823822427628,0.675663083968,1.26448057396,0.26455026455,2.05660152961e-07,2.49641362099e-05,4.67195352714e-05
5,DogeCoin,67199467.0,,0.0013,24.0,52,1276403.0,7.32,0.691012633104,1.89942429156,2.98164774895,769.230769231,2.46792183553e-07,3.57145689861e-05,5.60634423257e-05
6,Nxt,54161944.0,,0.054,28.0,999,155830.0,4.46,0.556947684384,0.287711238725,0.364015259067,18.5185185185,2.87924214145e-07,5.16968150183e-05,6.540734938e-05
7,MasterCoin,27977454.0,,49.68,32.0,563,9904.0,17.09,0.287692373454,0.0353999331033,0.0231355138664,0.0201288244767,3.29056244737e-07,0.000114377812935,7.47512564343e-05
8,Namecoin,27827065.0,,3.43,36.0,8,496185.0,7.78,0.286145922217,1.78310217049,1.15907663043,0.291545189504,3.70188275329e-07,0.000129370452831,8.40951634886e-05
9,ProtoShares,25705023.0,,16.85,40.0,1,217924.0,1.09,0.264324948102,0.847787609449,0.509065400225,0.0593471810089,4.11320305921e-07,0.000155611609451,9.34390705429e-05
10,Quarkcoin,15312474.0,,0.062,44.0,247,160959.0,2.82,0.157458287252,1.05116260116,0.375996483888,16.1290322581,4.52452336513e-07,0.00028734742668,0.000102782977597
11,MegaCoin,9035714.0,,0.41,48.0,22,286286.0,27.45,0.0929143161674,3.16838270888,0.668757443736,2.43902439024,4.93584367105e-07,0.00053122531324,0.000112126884651
12,Feathercoin,8952703.0,,0.26,52.0,34,42992.0,6.85,0.0920607134195,0.480212512355,0.100428313019,3.84615384615,5.34716397697e-07,0.000580830169391,0.000121470791706
13,Primecoin,8321804.0,,1.84,56.0,4,50621.0,8.32,0.0855731741774,0.608293586343,0.118249479749,0.54347826087,5.7584842829e-07,0.000672931013516,0.00013081469876
14,Infinitecoin,7572876.0,,8.4e-05,60.0,90,136460.0,10.37,0.0778719418256,1.80195740693,0.318767389157,11904.7619048,6.16980458882e-07,0.000792301366086,0.000140158605814
15,Novacoin,5913452.0,,8.3,64.0,712,45419.0,6.79,0.0608080721422,0.768062377102,0.106097728625,0.120481927711,6.58112489474e-07,0.00108227816849,0.000149502512869
16,Worldcoin,5786698.0,,0.13,68.0,45,95859.0,9.62,0.0595046597908,1.65654056942,0.223924396579,7.69230769231,6.99244520066e-07,0.00117510884446,0.000158846419923
17,Vertcoin,4070585.0,,2.04,72.0,1,143450.0,12.84,0.0418578566869,3.52406349456,0.335095866734,0.490196078431,7.40376550658e-07,0.001768787533,0.000168190326977
18,DarkCoin,3902792.0,,1.14,76.0,3,74138.0,6.63,0.0401324399847,1.89961442987,0.173184645298,0.877192982456,7.8150858125e-07,0.00194732386456,0.000177534234031
19,MaxCoin,3777871.0,,0.86,80.0,4,186340.0,8.9,0.0388478763863,4.93240769735,0.435285910124,1.16279069767,8.22640611842e-07,0.00211759480406,0.000186878141086
20,YbCoin,3341860.0,,3.07,84.0,1,53750.0,1.13,0.0343643719386,1.60838574925,0.125558751042,0.325732899023,8.63772642434e-07,0.00251357028721,0.00019622204814
21,Tickets,2703255.0,,4e-05,66876281414.0,TIX,30606.0,7.37,0.0277975918396,1.13219063684,0.0714949048259,25000.0,687.689313252,2473916.86741,156221.439417
22,Devcoin,2563871.0,,0.0004,91.0,6,55160.0,6.55,0.0263643051016,2.15143429603,0.128852478279,2500.0,9.35753695971e-07,0.00354932053914,0.000212573885485
23,Digitalcoin,2159817.0,,0.16,95.0,13,31745.0,5.72,0.0222094147293,1.46980045069,0.0741555823596,6.25,9.76885726563e-07,0.0043985208006,0.000221917792539
24,Zetacoin,2069619.0,,0.013,99.0,160,16032.0,3.68,0.0212819080055,0.774635331431,0.0374503794736,76.9230769231,1.01801775715e-06,0.00478348913496,0.000231261699594
25,Freicoin,1935541.0,,0.05,103.0,38,8765.0,8.57,0.0199031829061,0.452844966859,0.0204748363327,20.0,1.05914978775e-06,0.00532150959344,0.000240605606648
26,NetCoin,1672363.0,,0.0075,107.0,223,18347.0,4.6,0.0171969215193,1.09707043268,0.0428581656813,133.333333333,1.10028181834e-06,0.00639813246287,0.000249949513702
27,Applecoin,1615577.0,,0.11,111.0,14,53549.0,15.36,0.016612990647,3.31454334891,0.125089219713,9.09090909091,1.14141384893e-06,0.00687061031446,0.000259293420756
28,IXCoin,1551483.0,,0.085,115.0,18,4015.0,9.51,0.0159539115548,0.258784659581,0.00937894670574,11.7647058824,1.18254587952e-06,0.00741226297678,0.000268637327811
29,Mintcoin,1361420.0,,8.3e-05,119.0,16,161431.0,8.89,0.0139994922722,11.8575457978,0.37709906492,12048.1927711,1.22367791012e-06,0.00874087349973,0.000277981234865
30,Unobtanium,1265362.0,,8.15,123.0,155,34026.0,-7.34,0.0130117271235,2.68903286174,0.0794839453573,0.122699386503,1.26480994071e-06,0.00972053847041,0.000287325141919
31,Anoncoin,1260746.0,,1.67,127.0,754,12297.0,5.86,0.0129642607602,0.975374897085,0.0287255062616,0.59880239521,1.3059419713e-06,0.0100734009864,0.000296669048974
32,Terracoin,1237554.0,,0.23,131.0,5,19048.0,6.75,0.0127257772468,1.53916515966,0.0444956853925,4.34782608696,1.34707400189e-06,0.0105853966776,0.000306012956028
33,UltraCoin,1231215.0,,0.25,135.0,4,61091.0,8.56,0.0126605932614,4.96184663117,0.142707156463,4.0,1.38820603248e-06,0.0109647786942,0.000315356863082
34,Copperlark,1151681.0,,0.18,139.0,6,875.0,3.55,0.0118427445311,0.0759758995764,0.00204397966813,5.55555555556,1.42933806308e-06,0.0120693143327,0.000324700770136
35,Mooncoin,960792.0,,3.6e-05,143.0,26,44820.0,-13.27,0.00987983148416,4.6649014563,0.104698478543,27777.7777778,1.47047009367e-06,0.014883554401,0.000334044677191
36,MinCoin,959690.0,,0.6,147.0,1,66031.0,2.02,0.00986849960974,6.88045097896,0.154246881675,1.66666666667,1.51160212426e-06,0.0153174462587,0.000343388584245
37,Particle,955562.0,,0.0014,151.0,688,1808.0,9.37,0.00982605135417,0.189208026271,0.00422344598854,714.285714286,1.55273415485e-06,0.0158022190083,0.000352732491299
38,Gridcoin,898391.0,,0.08,155.0,11,9231.0,91.82,0.00923816152392,1.0275036148,0.0215634015045,12.5,1.59386618544e-06,0.0172530668718,0.000362076398354
39,Kittehcoin,857209.0,,0.00013,159.0,6,17650.0,-5.51,0.00881468670296,2.0590077799,0.041229989877,7692.30769231,1.63499821604e-06,0.0185485686688,0.000371420305408
40,SecureCoin,745724.0,,0.58,163.0,1,1929.0,2.71,0.00766828559532,0.25867479121,0.00450609917693,1.72413793103,1.67613024663e-06,0.0218579528083,0.000380764212462
41,BBQCoin,720966.0,,0.022,167.0,32,16521.0,19.89,0.00741369889197,2.29150889224,0.038592672111,45.4545454545,1.71726227722e-06,0.0231633669272,0.000390108119517
42,FedoraCoin,705571.0,,4.6e-06,171.0,152,32664.0,-15.27,0.00725539198923,4.6294419697,0.0763023450053,217391.304348,1.75839430781e-06,0.0242356899589,0.000399452026571
43,MemoryCoin,657451.0,,0.15,175.0,4,46731.0,-9.81,0.0067605736612,7.10790614053,0.109162530138,6.66666666667,1.7995263384e-06,0.0266179532771,0.000408795933625
44,CryptogenicBullion,654957.0,,0.69,179.0,943,4885.0,1.0,0.00673492784013,0.745850490948,0.01141124649,1.44927536232,1.840658369e-06,0.0273300384605,0.000418139840679
45,TagCoin,651141.0,,0.71,183.0,913,24048.0,10.95,0.00669568788294,3.6932093049,0.0561755692104,1.40845070423,1.88179039959e-06,0.028104511926,0.000427483747734
