#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,10842056979.0,,880.23,5.0,12,30651334.0,2.17,77.3547314411,0.282707737649,58.3891042482,0.00113606670984
2,Ripple,2035632483.0,,0.02,8.0,99,79672.0,4.79,14.5236097117,0.00391386955481,0.151770774925,50.0
3,Litecoin,597788524.0,,23.74,11.0,25,11333133.0,2.14,4.26503668282,1.89584318618,21.5889945996,0.0421229991575
4,PPCoin,123433203.0,,5.85,14.0,21,1745284.0,1.4,0.880657820511,1.41395018324,3.32466996114,0.17094017094
5,Nxt,76874732.0,,0.077,17.0,999,151766.0,8.4,0.548477494629,0.197419875233,0.289105876936,12.987012987
6,DogeCoin,61826232.0,,0.0017,20.0,37,4684083.0,0.41,0.441111090049,7.57620648789,8.92292030729,588.235294118
7,MasterCoin,57805023.0,,102.64,23.0,563,30404.0,11.17,0.412421004499,0.0525975052376,0.0579179465912,0.00974279033515
8,Namecoin,46374950.0,,5.89,26.0,7,1314602.0,1.15,0.330870960169,2.83472435011,2.50424445549,0.169779286927
9,Quarkcoin,22238963.0,,0.09,29.0,247,101638.0,5.37,0.158668139609,0.457026705787,0.193614795936,11.1111111111
10,ProtoShares,16946312.0,,12.24,32.0,1,13579.0,3.28,0.120906707668,0.080129529068,0.0258672476241,0.0816993464052
11,Worldcoin,14473148.0,,0.34,35.0,41,113354.0,5.9,0.103261445574,0.783202106411,0.215933131098,2.94117647059
12,MegaCoin,14317749.0,,0.65,38.0,21,31513.0,0.15,0.102152721654,0.220097446882,0.0600305305529,1.53846153846
13,Primecoin,14074546.0,,3.36,41.0,4,248632.0,5.77,0.100417543285,1.76653655471,0.473630275519,0.297619047619
14,Infinitecoin,12181138.0,,0.00014,44.0,89,206466.0,3.33,0.0869086613788,1.694964789,0.393306366297,7142.85714286
15,Feathercoin,10170136.0,,0.33,47.0,31,270076.0,2.47,0.072560782564,2.65557904044,0.51447991526,3.0303030303
16,Novacoin,8427030.0,,14.68,50.0,573,42848.0,2.2,0.0601242590552,0.508459089383,0.0816230816847,0.0681198910082
17,Tickets,4226408.0,,6.3,5.0,66,45813.0,1.47,0.0301541171047,1.08397012309,0.0872712434938,0.15873015873
18,YbCoin,3974080.0,,4.12,55.0,963,307.0,19.99,0.0283538346756,0.00772505837829,0.000584818102997,0.242718446602
19,Devcoin,3968030.0,,0.00064,58.0,6,9773.0,5.52,0.0283106697922,0.246293500805,0.0186170271029,1562.5
20,Kittehcoin,3886951.0,,0.00079,61.0,4,556119.0,213.09,0.0277321961425,14.3073324053,1.05937608671,1265.82278481
21,Digitalcoin,3554969.0,,0.28,64.0,12,27480.0,2.56,0.025363606999,0.77300252126,0.0523478875256,3.57142857143
22,Zetacoin,3536262.0,,0.022,67.0,159,14870.0,1.39,0.0252301383257,0.420500517213,0.0283265315686,45.4545454545
23,Mooncoin,3319756.0,,0.00013,70.0,25,82046.0,7.94,0.0236854348144,2.47144669668,0.156293114262,7692.30769231
24,Anoncoin,2473822.0,,3.58,73.0,691,8213.0,3.5,0.0176499567207,0.331996400711,0.0156453129639,0.279329608939
25,Copperlark,2241930.0,,0.37,76.0,5,2298.0,1.08,0.0159954788465,0.102500970146,0.00437756352015,2.7027027027
26,FedoraCoin,1994445.0,,1.8,5.0,79,138155.0,11.47,0.0142297497281,6.92698971393,0.263177671073,0.555555555556
27,IXCoin,1950879.0,,0.11,82.0,17,5015.0,2.04,0.0139189197595,0.257063610813,0.00955329897892,9.09090909091
28,Terracoin,1946309.0,,0.39,85.0,5,24238.0,2.16,0.0138863142195,1.24533154807,0.0461720559623,2.5641025641
29,Freicoin,1798105.0,,0.049,88.0,36,490.0,6.12,0.012828924405,0.0272509113761,0.000933423030842,20.4081632653
30,EarthCoin,1554724.0,,0.0015,91.0,1,83747.0,3.01,0.0110924760604,5.38661524489,0.159533425641,666.666666667
31,Particle,1544747.0,,0.0022,94.0,694,8212.0,32.34,0.0110212932436,0.531608088574,0.0156434080189,454.545454545
32,LottoCoin,1511761.0,,0.00029,97.0,5,173792.0,1.89,0.0107859483108,11.4959970524,0.331064194645,3448.27586207
33,TagCoin,1026817.0,,1.36,100.0,757,14091.0,3.08,0.00732602249075,1.37229905621,0.0268425794441,0.735294117647
34,CryptogenicBullion,949291.0,,1.01,103.0,937,30732.0,6.98,0.00677289839988,3.23736346389,0.0585427685384,0.990099009901
35,BBQCoin,877836.0,,0.028,106.0,31,3076.0,0.34,0.00626308902092,0.350407137552,0.00585961069973,35.7142857143
36,GoldCoin,862798.0,,0.029,109.0,29,3964.0,8.64,0.0061557975306,0.459435464616,0.00755120182501,34.4827586207
37,Extremecoin,853005.0,,0.25,112.0,3,826.0,18.96,0.00608592749704,0.0968341334459,0.0015734845377,4.0
38,Dimecoin,753481.0,,7.4,6.0,115,58682.0,1.67,0.00537585446322,7.78811940845,0.111785980196,0.135135135135
40,BitBar,680864.0,,72.47,121.0,9,5523.0,2.55,0.00485775457277,0.811175212671,0.0105210110191,0.0137988133021
41,Frozen,671362.0,,0.13,124.0,5,8354.0,6.96,0.00478996073442,1.24433614056,0.0159139102034,7.69230769231
42,MemoryCoin,657041.0,,0.22,127.0,3,11138.0,4.1,0.00468778481789,1.69517579573,0.0212172769745,4.54545454545
43,Fastcoin,648826.0,,0.012,130.0,54,5570.0,1.82,0.00462917332746,0.85847361234,0.0106105434322,83.3333333333
44,Unobtanium,530591.0,,3.83,133.0,138,7359.0,4.24,0.00378560308155,1.38694399264,0.0140184899673,0.261096605744
45,Datacoin,526289.0,,0.27,136.0,1,1297.0,4.58,0.00375490963885,0.246442543925,0.00247071361429,3.7037037037
46,ASICcoin,517369.0,,0.0012,139.0,415,9659.0,0.7,0.00369126819094,1.86694602885,0.0183998633773,833.333333333
47,Deutsche-eMark,509395.0,,0.13,142.0,3,4578.0,12.13,0.00363437616116,0.89871317936,0.00872083803101,7.69230769231
48,RedCoin,471618.0,,0.015,145.0,32,3979.0,1.39,0.00336484892152,0.843691292529,0.00757977599943,66.6666666667
49,Vertcoin,454533.0,,0.37,148.0,1,12933.0,14.17,0.00324295271776,2.84533796226,0.0246366531793,2.7027027027
50,JKC,448248.0,,0.044,151.0,10,3203.0,13.96,0.00319811118187,0.714559797255,0.00610153870977,22.7272727273
51,StableCoin,447670.0,,0.045,154.0,9,11720.0,12.34,0.0031939873302,2.61799986597,0.0223259549418,22.2222222222
52,I0Coin,428865.0,,0.021,20141361.0,I0C,881.0,10.18,0.00305981945712,0.205425949891,0.00167825651055,47.619047619
53,Yacoin,418498.0,,0.027,159.0,15,559.0,0.66,0.00298585411065,0.133572920301,0.00106486423314,37.037037037
54,Catcoin,415564.0,,0.39,162.0,1,6539.0,6.1,0.00296492092588,1.57352417438,0.0124564350993,2.5641025641
55,Grain,415367.0,,0.00055,165.0,761,8432.0,14.18,0.00296351539166,2.03001201347,0.0160624959103,1818.18181818
56,FlorinCoin,363492.0,,0.0091,168.0,39,1565.0,9.44,0.00259340327167,0.430545926733,0.00298123886381,109.89010989
57,RonPaulCoin,355159.0,,24.29,171.0,14,27762.0,11.21,0.00253394988766,7.81678065317,0.0528850820045,0.0411692054343
58,FourtyTwo,333668.0,,308,81.0,174,13795.0,0.78,0.00238061823328,4.13434911349,0.0262787157356,0.00324675324675
59,GrandCoin,309793.0,,0.00097,177.0,319,6046.0,7.39,0.00221027747445,1.95162576301,0.0115172972336,1030.92783505
60,Bytecoin,292690.0,,0.16,180.0,1,3072.0,8.04,0.00208825284624,1.04957463528,0.00585199091989,6.25
61,Philosopher-Stones,275865.0,,0.17,183.0,1,1005.0,8.4,0.00196821166227,0.364308629221,0.00191446968571,5.88235294118
62,Tigercoin,219115.0,,0.0085,186.0,25,2831.0,1.04,0.00156331792136,1.29201560824,0.00539289918431,117.647058824
63,BetaCoin,211521.0,,0.035,189.0,6,1009.0,20.61,0.00150913707434,0.477021194113,0.00192208946555,28.5714285714
64,QQCoin,206684.0,,0.014,192.0,14,3291.0,20.76,0.00147462657171,1.59228580829,0.00626917386633,71.4285714286
65,Diamond,203813.0,,0.86,195.0,238,4501.0,0.2,0.0014541428725,2.20839691286,0.00857415726902,1.16279069767
66,Luckycoin,187456.0,,0.016,198.0,11,1980.0,3.05,0.00133744072413,1.05624786617,0.00377179102258,62.5
67,GlobalCoin,186460.0,,0.0068,201.0,27,1946.0,0.19,0.00133033457142,1.04365547571,0.00370702289391,147.058823529
68,CasinoCoin,167793.0,,0.017,204.0,9,2089.0,1.88,0.00119715128576,1.24498638203,0.00397943002332,58.8235294118
69,Franko,163367.0,,1.62,207.0,100,2468.0,2.3,0.00116557314132,1.51070901712,0.0047014041635,0.617283950617
70,Xivra,157598.0,,0.00059,210.0,265,1339.0,0.97,0.00112441310623,0.849630071448,0.00255072130265,1694.91525424
71,Elacoin,135306.0,,0.66,213.0,204,1165.0,13.5,0.000965366563988,0.861011337265,0.00221926087945,1.51515151515
72,Argentum,134901.0,,0.20,216.0,678,2536.0,3.28,0.000962477013942,1.87989710973,0.00483094042085,5.0
73,Phenixcoin,129295.0,,0.014,219.0,9,642.0,1.08,0.000922479933564,0.496538922619,0.0012229746649,71.4285714286
74,Joulecoin,113560.0,,0.03,222.0,3,902.0,2.81,0.000810215563289,0.79429376541,0.00171826035473,33.3333333333
75,Noirbits,106849.0,,0.05,225.0,2,2097.0,26.43,0.000762334648837,1.96258271018,0.00399466958301,20.0
76,CraftCoin,98998.0,,0.33,228.0,303,867.0,0.33,0.000706320186109,0.875775268187,0.0016515872811,3.0303030303
