#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
34,SecureCoin,886161.0,,0.75,136.0,1,2311.0,8.85,0.00816379226783,0.260787825237,0.00525445248912,1.33333333333
35,LeafCoin,839513.0,,0.0001,140.0,8,9916.0,4.73,0.00773404577514,1.18116098262,0.0225457165219,10000.0
36,TagCoin,826781.0,,0.98,144.0,842,2961.0,5.49,0.00761675173585,0.358135951358,0.00673233830389,1.02040816327
37,LottoCoin,773410.0,,0.00012,148.0,6,18757.0,9.80,0.00712506934729,2.42523370528,0.0426472372732,8333.33333333
38,CryptogenicBullion,693491.0,,0.74,152.0,940,9443.0,1.09,0.00638881248849,1.36166150678,0.0214702703828,1.35135135135
39,Sexcoin,673022.0,,0.011,156.0,59,3547.0,10.33,0.00620024103936,0.527025862453,0.00806470920766,90.9090909091
40,BBQCoin,651797.0,,0.021,160.0,31,1007.0,8.53,0.00600470491118,0.154495955029,0.00228958617765,47.619047619
41,Freicoin,597696.0,,0.016,164.0,37,32.0,58.50,0.00550629736957,0.00535389227969,7.27574554963e-05,62.5
42,Extremecoin,596879.0,,0.17,168.0,3,39.0,+6.82,0.00549877072567,0.00653398762563,8.86731488861e-05,5.88235294118
43,GoldCoin,589697.0,,0.02,172.0,29,1011.0,14.11,0.00543260627467,0.171443978857,0.00229868085958,50.0
44,Frozen,519441.0,,0.093,176.0,5,1761.0,+3.50,0.00478537017471,0.339018290816,0.00400393372278,10.752688172
46,BitBar,464131.0,,48.10,184.0,9,2285.0,8.69,0.00427582467414,0.492317901627,0.00519533705653,0.02079002079
47,MemoryCoin,455087.0,,0.12,188.0,3,3008.0,+7.31,0.00419250647658,0.660972517343,0.00683920081665,8.33333333333
48,DigiByte,402405.0,,0.00087,192.0,461,11419.0,25.96,0.003707171527,2.8376883985,0.0259630432597,1149.42528736
49,RedCoin,348631.0,,0.01,196.0,33,602.0,8.62,0.00321177648545,0.172675407523,0.00136874963152,100.0
50,FlorinCoin,346003.0,,0.0085,200.0,40,1174.0,19.79,0.00318756593446,0.339303416444,0.00266928914852,117.647058824
51,Fastcoin,345010.0,,0.006,204.0,57,3191.0,7.89,0.0031784178838,0.924900727515,0.00725528251527,166.666666667
52,I0Coin,340122.0,,0.017,20178060.0,I0C,104.0,5.44,0.00313338699595,0.0305772634525,0.000236461730363,58.8235294118
53,JKC,293361.0,,0.029,211.0,10,707.0,4.80,0.00270259948642,0.240999996591,0.00160748503237,34.4827586207
54,SmartCoin,290516.0,,0.13,215.0,2,97416.0,0.57,0.00267638981458,33.5320601963,0.221491883894,7.69230769231
55,USDeCoin,279733.0,,0.0011,219.0,247,9413.0,5.06,0.00257705101269,3.36499447688,0.0214020602683,909.090909091
56,Deutsche-eMark,273952.0,,0.063,223.0,4,3864.0,2.39,0.00252379332803,1.41046606705,0.00878546275117,15.873015873
57,ASICcoin,268014.0,,0.00062,227.0,429,3542.0,12.02,0.00246908927483,1.32157275366,0.00805334085524,1612.90322581
58,Catcoin,264343.0,,0.24,231.0,1,2401.0,6.34,0.00243527004625,0.908289608577,0.0054590828327,4.16666666667
59,Yacoin,258793.0,,0.016,235.0,16,724.0,5.85,0.00238414045796,0.279760271723,0.0016461374306,62.5
60,Coino,246265.0,,0.051,239.0,4,5835.0,13.53,0.00226872577651,2.36939881835,0.0132668672756,19.6078431373
61,QQCoin,239043.0,,0.015,243.0,15,1551.0,21.48,0.00220219282397,0.648837238488,0.00352646292108,66.6666666667
62,Franko,233613.0,,2.12,247.0,110,2493.0,25.17,0.00215216874029,1.06714951651,0.00566826051726,0.471698113208
64,Datacoin,220092.0,,0.15,255.0,1,752.0,2.81,0.00202760600818,0.34167529942,0.00170980020416,6.66666666667
65,KlondikeCoin,218250.0,,0.052,259.0,4,7956.0,14.61,0.00201063651239,3.64536082474,0.0180893223728,19.2307692308
66,GrandCoin,207929.0,,0.00062,263.0,334,3945.0,4.98,0.00191555390325,1.89728224538,0.0089696300604,1612.90322581
67,RonPaulCoin,197008.0,,8.99,267.0,21,8652.0,+36.09,0.00181494377105,4.39169982945,0.0196717970298,0.111234705228
68,HoboNickels,189610.0,,0.065,271.0,2,1647.0,6.69,0.00174678941175,0.868625072517,0.00374473528757,15.3846153846
69,Philosopher-Stones,188066.0,,0.11,275.0,1,1153.0,+5.52,0.00173256525241,0.6130826412,0.00262154206835,9.09090909091
70,Bytecoin,179563.0,,0.089,279.0,2,2458.0,+6.05,0.00165423103814,1.3688788893,0.00558868205031,11.2359550562
71,Argentum,169860.0,,0.22,283.0,774,2086.0,+2.53,0.00156484177775,1.22807017544,0.00474287663016,4.54545454545
72,StableCoin,168070.0,,0.016,287.0,10,2672.0,20.46,0.00154835133396,1.58981376807,0.00607524753394,62.5
73,FourtyTwo,152850.0,,115,33.0,291,5526.0,0.93,0.00140813649905,3.61530912659,0.012564303096,0.00869565217391
74,Elacoin,148364.0,,0.65,295.0,227,5919.0,7.17,0.00136680905166,3.98951228061,0.0134578555963,1.53846153846
75,CasinoCoin,140304.0,,0.013,299.0,10,1821.0,8.82,0.00129255599191,1.29789599726,0.00414035395183,76.9230769231
76,Diamond,139170.0,,0.54,303.0,256,1076.0,5.44,0.00128210897333,0.773155134009,0.00244646944106,1.85185185185
77,Luckycoin,135397.0,,0.011,307.0,12,1304.0,9.21,0.00124735006583,0.963093716995,0.00296486631147,90.9090909091
78,GlobalCoin,122640.0,,0.0041,311.0,30,889.0,22.07,0.00112982571308,0.724885844749,0.00202129306051,243.902439024
79,BattleCoin,108413.0,,0.013,315.0,8,929.0,11.85,0.000998758928832,0.856908304355,0.00211223987988,76.9230769231
80,Xivra,108074.0,,0.00032,319.0,339,1871.0,8.78,0.000995635878304,1.73122120029,0.00425403747605,3125.0
81,eToken,97943.0,,0.40,323.0,242,954.0,38.19,0.000902303651468,0.974035918851,0.00216908164198,2.5
82,Bitgem,93289.0,,3.75,327.0,24,3815.0,+38.67,0.000859428497614,4.08944248518,0.00867405289744,0.266666666667
84,Noirbits,85112.0,,0.039,335.0,2,436.0,5.29,0.00078409757087,0.512266190431,0.000991320331136,25.641025641
85,Phenixcoin,84585.0,,0.0087,339.0,9,734.0,4.84,0.000779242563117,0.867766152391,0.00166887413545,114.942528736
86,TeslaCoin,79973.0,,0.004,343.0,20,2892.0,13.56,0.000736754335877,3.61622047441,0.00657545504047,250.0
87,Astrocoin,74624.0,,6.58,347.0,11,3108.0,9.97,0.000687476467814,4.16487993139,0.00706656786507,0.151975683891
88,Joulecoin,71333.0,,0.017,351.0,4,1296.0,3.89,0.000657158003841,1.81683091977,0.0029466769476,58.8235294118
89,CraftCoin,65582.0,,0.20,355.0,321,2611.0,13.33,0.000604176695329,3.98127534994,0.0059365536344,5.0
