#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,7383620703.0,,593.96,8.0,12,31659416.0,6.65,76.0361500168,0.428779013352,72.3623003563,0.00168361505825,8.23835926306e-08,1.08347927417e-07,1.82851889261e-05
2,Ripple,1545793063.0,,0.015,12.0,99,93857.0,5.3,15.9184982492,0.00607177003485,0.21452412213,66.6666666667,1.23575388946e-07,7.7630054677e-07,2.74277833892e-05
3,Litecoin,377420341.0,,14.55,16.0,25,5916694.0,6.95,3.88665545293,1.56766696366,13.523483451,0.0687285223368,1.64767185261e-07,4.23930516241e-06,3.65703778522e-05
4,PPCoin,79697932.0,,3.76,20.0,21,550018.0,5.57,0.820725245423,0.690128321021,1.25714788035,0.265957446809,2.05958981576e-07,2.5094754027e-05,4.57129723153e-05
5,DogeCoin,67272944.0,,0.0013,24.0,52,1277383.0,7.28,0.692773351694,1.89880645033,2.91964868575,769.230769231,2.47150777892e-07,3.56755607425e-05,5.48555667783e-05
6,Nxt,54117802.0,,0.054,28.0,999,155654.0,4.63,0.557302369254,0.287620698269,0.355770349638,18.5185185185,2.88342574207e-07,5.17389823038e-05,6.39981612414e-05
7,MasterCoin,27945460.0,,49.62,32.0,563,9893.0,16.96,0.287780924064,0.035401099141,0.0226119217558,0.0201531640468,3.29534370522e-07,0.000114508760994,7.31407557045e-05
8,Namecoin,27568038.0,,3.4,36.0,8,494984.0,6.69,0.283894251527,1.79549955641,1.13135949443,0.294117647059,3.70726166838e-07,0.000130586006882,8.22833501675e-05
9,ProtoShares,25274315.0,,16.56,40.0,1,808955.0,-0.8,0.260273608872,3.20069999919,1.84898687597,0.06038647343,4.11917963153e-07,0.000158263438594,9.14259446306e-05
10,Quarkcoin,15337538.0,,0.062,44.0,247,156122.0,3.01,0.157945185319,1.01790782849,0.35684003319,16.1290322581,4.53109759468e-07,0.000286877854842,0.000100568539094
11,MegaCoin,9040306.0,,0.41,48.0,22,286823.0,25.61,0.093096610845,3.17271340152,0.655576592919,2.43902439024,4.94301555783e-07,0.000530955478719,0.000109711133557
12,Feathercoin,8935386.0,,0.26,52.0,34,42857.0,4.94,0.0920161500276,0.479632329258,0.0979560427258,3.84615384615,5.35493352099e-07,0.000581955832686,0.00011885372802
13,Primecoin,8306083.0,,1.83,56.0,4,67460.0,6.92,0.0855356197785,0.812175847508,0.154189855619,0.546448087432,5.76685148414e-07,0.00067420467626,0.000127996322483
14,Infinitecoin,7513196.0,,8.3e-05,60.0,90,134991.0,11.18,0.0773705098272,1.79671873328,0.308541992291,12048.1927711,6.17876944729e-07,0.000798594898895,0.000137138916946
15,Novacoin,5916249.0,,8.3,64.0,712,44592.0,8.38,0.0609252309396,0.753720811954,0.101921643074,0.120481927711,6.59068741045e-07,0.00108176650442,0.000146281511409
16,Worldcoin,5793707.0,,0.13,68.0,45,96356.0,9.76,0.0596632996636,1.66311482441,0.220235958021,7.69230769231,7.0026053736e-07,0.00117368724376,0.000155424105872
17,Vertcoin,4019412.0,,2.02,72.0,1,142196.0,10.94,0.0413917001028,3.53773138957,0.325010090567,0.49504950495,7.41452333675e-07,0.00179130678816,0.000164566700335
