#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,8405908104.0,,679.36,5.0,12,35819867.0,3.78,76.1715968784,0.426127273304,78.9996529251,0.00147197362223,4.53083687902e-08,5.94819731329e-08,1.10273515149e-05,0.0
2,Ripple,1762622358.0,,0.018,9.0,99,21498.0,3.44,15.9723087668,0.00121966000842,0.0474132005734,55.5555555556,8.15550638223e-08,5.10602850302e-07,1.98492327268e-05,0.0
3,Litecoin,463409863.0,,18.13,13.0,25,5521012.0,2.36,4.19926899476,1.19138853978,12.1764280084,0.0551571980143,1.17801758854e-07,2.80529204015e-06,2.86711139387e-05,0.0
4,PPCoin,97748722.0,,4.63,17.0,21,703509.0,4.31,0.885767029028,0.719711711423,1.55156820738,0.215982721382,1.54048453887e-07,1.73915317276e-05,3.74929951506e-05,0.0
5,DogeCoin,51477495.0,,0.0011,21.0,46,884967.0,0.51,0.466472265571,1.71913376904,1.95176843762,909.090909091,1.90295148919e-07,4.07945258409e-05,4.63148763625e-05,0.0
6,Nxt,47550084.0,,0.048,25.0,999,70673.0,5.52,0.430883348375,0.148628549216,0.155867202722,20.8333333333,2.26541843951e-07,5.25761426625e-05,5.51367575745e-05,0.0
7,MasterCoin,35619012.0,,63.25,29.0,563,5036.0,1.27,0.322767866327,0.0141385168123,0.0111067484458,0.0158102766798,2.62788538983e-07,8.14171937167e-05,6.39586387864e-05,0.0
8,Namecoin,34277944.0,,4.29,33.0,7,645697.0,1.58,0.310615545624,1.8837098281,1.42406555822,0.2331002331,2.99035234015e-07,9.62718184031e-05,7.27805199983e-05,0.0
9,Quarkcoin,18571135.0,,0.075,37.0,247,92370.0,5.34,0.168285566686,0.497384785583,0.203719291886,13.3333333333,3.35281929047e-07,0.000199233918659,8.16024012102e-05,0.0
10,ProtoShares,15040658.0,,10.42,41.0,1,17157.0,3.83,0.136293535902,0.114070807275,0.0378392539882,0.0959692898273,3.71528624079e-07,0.000272594456971,9.04242824221e-05,0.0
11,MegaCoin,10589736.0,,0.48,45.0,22,16491.0,3.06,0.0959607328157,0.155726261731,0.0363704107664,2.08333333333,4.07775319111e-07,0.00042493977187,9.9246163634e-05,0.0
