#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,8596034608.0,,694.90,5.0,12,46355514.0,5.12,76.2769208492,0.539266256058,77.542043991,0.00143905597928
2,Ripple,1786400876.0,,0.018,9.0,99,86092.0,5.66,15.8516297848,0.00481929902502,0.14401198639,55.5555555556
3,Litecoin,475041205.0,,18.60,13.0,25,8090376.0,2.49,4.21527856114,1.70308931412,13.5333261906,0.0537634408602
4,PPCoin,100089863.0,,4.74,17.0,21,1324797.0,3.56,0.888147489629,1.32360756653,2.21607870108,0.210970464135
5,DogeCoin,51787366.0,,0.0011,21.0,45,843801.0,1.29,0.459535238922,1.62935685897,1.41148373981,909.090909091
6,Nxt,48182231.0,,0.048,25.0,999,115003.0,9.00,0.427545070247,0.238683426677,0.192373396725,20.8333333333
7,MasterCoin,35612392.0,,63.24,29.0,563,2395.0,4.87,0.316006592541,0.00672518712026,0.00400628057664,0.0158127767236
8,Namecoin,34684974.0,,4.35,33.0,7,1170692.0,5.37,0.307777148081,3.37521371646,1.95829671016,0.229885057471
9,Quarkcoin,19375001.0,,0.078,37.0,247,108793.0,3.30,0.171924088853,0.561512229083,0.18198550429,12.8205128205
10,ProtoShares,15458701.0,,10.73,41.0,1,18243.0,3.22,0.13717279727,0.118011209351,0.0305163158913,0.0931966449208
11,MegaCoin,10962485.0,,0.50,45.0,22,24018.0,5.12,0.0972756205376,0.219092660104,0.0401765540249,2.0
12,Primecoin,10163138.0,,2.34,49.0,4,172665.0,6.02,0.0901826142119,1.69893393163,0.288828574432,0.42735042735
13,Infinitecoin,8878072.0,,9.9,5.0,53,28848.0,2.04,0.0787795799016,0.324935413905,0.0482560259185,0.10101010101
14,Worldcoin,8561878.0,,0.20,57.0,43,83587.0,10.87,0.0759738321573,0.97626945864,0.139821701278,5.0
15,Novacoin,7059884.0,,10.12,61.0,697,35231.0,2.52,0.0626458870432,0.499030862263,0.0589333073051,0.098814229249
16,Feathercoin,6800938.0,,0.21,65.0,32,87277.0,7.85,0.0603481294786,1.28330827306,0.145994217072,4.7619047619
17,Vertcoin,6328933.0,,4.00,69.0,1,436083.0,20.26,0.0561597926853,6.89030836635,0.729465909271,0.25
18,YbCoin,3567903.0,,3.50,73.0,1,590.0,+9.87,0.0316597904894,0.0165363239976,0.000986933419715,0.285714285714
