#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,8646363746.0,,698.97,5.0,12,47023626.0,3.52,76.2747176532,0.543854357524,77.308092527,0.00143067656695
2,Ripple,1797556488.0,,0.018,9.0,99,44750.0,4.02,15.8573150073,0.00248949061121,0.0735701908777,55.5555555556
3,Litecoin,477097300.0,,18.68,13.0,25,8373151.0,1.56,4.2087590714,1.75501957358,13.7656830686,0.0535331905782
4,PPCoin,100469082.0,,4.76,17.0,21,1346046.0,2.73,0.886297533569,1.33976142033,2.2129354447,0.210084033613
5,DogeCoin,52028854.0,,0.0011,21.0,45,887067.0,+1.36,0.458977469055,1.70495202527,1.45836175444,909.090909091
6,Nxt,49052714.0,,0.049,25.0,999,123500.0,5.28,0.432723167841,0.251769963228,0.203037286556,20.4081632653
7,MasterCoin,35820972.0,,63.61,29.0,563,2409.0,3.08,0.315998101124,0.00672511064189,0.00396046010781,0.0157207986166
8,Namecoin,34933026.0,,4.38,33.0,7,1217961.0,4.04,0.308165001288,3.4865602539,2.00236029613,0.228310502283
9,Quarkcoin,19457663.0,,0.079,37.0,247,110034.0,1.02,0.171647619174,0.565504706295,0.180898824202,12.6582278481
10,ProtoShares,15517452.0,,10.77,41.0,1,18316.0,2.26,0.136888674218,0.118034842318,0.0301119914216,0.0928505106778
11,MegaCoin,11032856.0,,0.50,45.0,22,24680.0,3.48,0.0973273853644,0.223695478306,0.0405745767791,2.0
12,Primecoin,10181528.0,,2.34,49.0,4,174149.0,5.22,0.0898173146876,1.71044071185,0.286305590417,0.42735042735
13,Infinitecoin,8861053.0,,9.8,5.0,53,29088.0,3.89,0.0781686192647,0.3282679835,0.0478214460838,0.102040816327
14,Worldcoin,8739731.0,,0.20,57.0,43,86778.0,5.77,0.0770983657376,0.992913855129,0.142665341318,5.0
15,Novacoin,7114030.0,,10.20,61.0,697,35295.0,1.03,0.0627570902135,0.496132290699,0.0580259192632,0.0980392156863
16,Feathercoin,6837781.0,,0.21,65.0,32,92642.0,6.31,0.0603201334654,1.35485474016,0.15230591337,4.7619047619
17,Vertcoin,6328933.0,,4.00,69.0,1,436083.0,19.17,0.0558312825833,6.89030836635,0.716932056951,0.25
18,YbCoin,3507665.0,,3.44,73.0,1,574.0,+12.95,0.0309431994023,0.0163641624842,0.000943671275169,0.290697674419
19,Tickets,3191439.0,,4.8,5.0,66,3357.0,+0.82,0.028153581758,0.105187659861,0.00551899733579,0.208333333333
20,Zetacoin,2745137.0,,0.017,80.0,160,25438.0,+2.07,0.0242164863456,0.926656848092,0.0418207489508,58.8235294118
21,Digitalcoin,2634694.0,,0.20,84.0,13,14960.0,11.79,0.0232422029487,0.567807874463,0.0245946381124,5.0
22,Devcoin,2518531.0,,0.0004,88.0,6,3345.0,1.64,0.0222174600293,0.132815518253,0.00549926901645,2500.0
23,Mooncoin,2067411.0,,7.7,5.0,92,76179.0,10.55,0.0182378621731,3.68475353957,0.12524030326,0.12987012987
24,NetCoin,1856205.0,,0.0084,96.0,219,8271.0,4.70,0.0163746884171,0.445586559674,0.0135977441061,119.047619048
25,Kittehcoin,1845791.0,,0.0003,100.0,6,91721.0,+1.22,0.0162828203286,4.96919748769,0.15079176486,3333.33333333
26,Anoncoin,1767132.0,,2.45,104.0,720,11958.0,4.10,0.0155889225015,0.676689687018,0.0196592702238,0.408163265306
27,IXCoin,1641087.0,,0.091,108.0,18,846.0,+11.87,0.0144770045821,0.0515511974685,0.00139084651358,10.989010989
28,Unobtanium,1535687.0,,10.32,112.0,148,149417.0,+11.59,0.0135472084878,9.72965194079,0.245645524254,0.0968992248062
29,Freicoin,1445987.0,,0.039,116.0,37,1225.0,5.21,0.0127559114323,0.0847172208326,0.00201393259945,25.641025641
30,Copperlark,1349037.0,,0.22,120.0,6,1152.0,4.52,0.0119006578142,0.0853942478968,0.00189391865679,4.54545454545
31,Terracoin,1253833.0,,0.24,124.0,5,20086.0,0.51,0.0110608067008,1.60196772616,0.0330219185245,4.16666666667
32,FedoraCoin,1054812.0,,8.3,6.0,128,29693.0,5.46,0.00930512407767,2.81500400071,0.048816082184,0.120481927711
33,EarthCoin,1019384.0,,0.00085,132.0,1,27346.0,2.66,0.0089925926163,2.68260047244,0.0449575517261,1176.47058824
