#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,6934404220.0,,558.01,8.0,12,51668718.0,-2.45,75.9117061517,0.745106808902,72.7543903055,0.00179208257917,8.75769035012e-08,1.15366796428e-07,1.12647486714e-05
2,Ripple,1467537238.0,,0.015,12.0,99,107841.0,2.5,16.0652958846,0.00734843363477,0.151850220184,66.6666666667,1.31365355252e-07,8.17696456981e-07,1.68971230071e-05
3,Litecoin,354560402.0,,13.69,16.0,25,8485898.0,-4.07,3.88141276391,2.39335750753,11.9489385277,0.073046018992,1.75153807002e-07,4.51263026264e-06,2.25294973428e-05
4,PPCoin,75299064.0,,3.56,20.0,21,833468.0,-3.64,0.824307357708,1.1068769726,1.17360094321,0.280898876404,2.18942258753e-07,2.65607551244e-05,2.81618716785e-05
5,DogeCoin,62739888.0,,0.0012,24.0,52,2293732.0,-3.39,0.686820639632,3.65593894589,3.22978931245,833.333333333,2.62730710504e-07,3.82531763525e-05,3.37942460143e-05
6,Nxt,51902360.0,,0.052,28.0,999,183789.0,-4.15,0.568180996651,0.354105285386,0.258792111696,19.2307692308,3.06519162254e-07,5.39474505591e-05,3.942662035e-05
7,Namecoin,25994361.0,,3.21,32.0,8,719409.0,-5.27,0.284563205609,2.76755793305,1.01299519712,0.311526479751,3.50307614005e-07,0.000123103622359,4.50589946857e-05
8,ProtoShares,25623290.0,,16.92,36.0,1,3020623.0,-8.99,0.280501049464,11.7885837455,4.25331986576,0.0591016548463,3.94096065756e-07,0.000140497180495,5.06913690214e-05
9,MasterCoin,22924554.0,,40.71,40.0,563,27399.0,-33.2,0.250957681683,0.119518137627,0.038580356106,0.0245639891918,4.37884517506e-07,0.000174485401112,5.63237433571e-05
10,Quarkcoin,14507325.0,,0.059,44.0,247,72549.0,-3.68,0.158813325198,0.500085301736,0.10215578142,16.9491525424,4.81672969257e-07,0.000303295059565,6.19561176928e-05
11,Feathercoin,8389758.0,,0.25,48.0,34,70026.0,-3.82,0.0918436283456,0.834660546824,0.0986031613081,4.0,5.25461421007e-07,0.000572126156678,6.75884920285e-05
12,Primecoin,7777182.0,,1.72,52.0,4,136221.0,-4.89,0.0851376896907,1.75154702565,0.191811916096,0.581395348837,5.69249872758e-07,0.000668622645066,7.32208663642e-05
13,MegaCoin,7147408.0,,0.32,56.0,22,189960.0,-8.17,0.0782434825875,2.65774669642,0.267481457203,3.125,6.13038324509e-07,0.00078350081596,7.88532406999e-05
14,Infinitecoin,6862035.0,,7.6e-05,60.0,90,334037.0,-7.13,0.0751194721271,4.86789997428,0.470355356494,13157.8947368,6.56826776259e-07,0.000874376187239,8.44856150356e-05
15,Novacoin,5534519.0,,7.78,64.0,711,48452.0,-2.81,0.0605870045486,0.875450965115,0.0682249503284,0.12853470437,7.0061522801e-07,0.00115637872054,9.01179893713e-05
16,Worldcoin,5152699.0,,0.11,68.0,45,52330.0,-8.7,0.0564071778867,1.01558425982,0.0736855372469,9.09090909091,7.4440367976e-07,0.00131969672593,9.57503637071e-05
17,DarkCoin,3660030.0,,1.07,72.0,3,80711.0,6.56,0.0400667617652,2.20520050382,0.113648641252,0.934579439252,7.88192131511e-07,0.00196719699019,0.000101382738043
18,Vertcoin,3607286.0,,1.83,76.0,1,171488.0,-4.99,0.0394893672404,4.75393412111,0.241471152521,0.546448087432,8.31980583262e-07,0.0021068470867,0.000107015112378
19,MaxCoin,3469079.0,,0.84,80.0,4,701021.0,-13.05,0.0379763996026,20.207697778,0.987103172298,1.19047619048,8.75769035012e-07,0.00230608758117,0.000112647486714
20,YbCoin,3304672.0,,3.05,84.0,1,167558.0,-3.02,0.0361766176059,5.0703367838,0.235937344736,0.327868852459,9.19557486763e-07,0.00254185589372,0.00011827986105
21,Tickets,2517825.0,,3.8e-05,66876281414.0,TIX,68047.0,-4.69,0.0275629146322,2.70261038793,0.0958165441055,26315.7894737,732.102205489,2656113.16966,94168.062776
22,Devcoin,2408974.0,,0.00038,91.0,6,63233.0,-10.46,0.0263713104419,2.62489341936,0.0890379815925,2631.57894737,9.96187277326e-07,0.00377754180826,0.000128136516137
23,Digitalcoin,2098830.0,,0.16,95.0,13,24492.0,-0.91,0.0229761290469,1.16693586427,0.0344870280575,6.25,1.03997572908e-06,0.00452633133698,0.000133768890473
24,Zetacoin,1997598.0,,0.012,99.0,160,18359.0,-3.43,0.02186793091,0.919053783594,0.0258511901073,83.3333333333,1.08376418083e-06,0.00495595209847,0.000139401264809
25,Freicoin,1783615.0,,0.047,103.0,38,28202.0,9.39,0.0195254348423,1.58117082442,0.0397110552539,21.2765957447,1.12755263258e-06,0.00577478884176,0.000145033639145
26,NetCoin,1599613.0,,0.0072,107.0,223,30100.0,-3.09,0.0175111441675,1.88170513743,0.0423836168762,138.888888889,1.17134108433e-06,0.0066891179304,0.00015066601348
27,IXCoin,1418926.0,,0.078,111.0,18,10517.0,-9.94,0.0155331431722,0.741194396325,0.0148089202222,12.8205128205,1.21512953608e-06,0.00782281810327,0.000156298387816
28,Applecoin,1400501.0,,0.094,115.0,14,77022.0,-4.68,0.0153314426163,5.49960335623,0.108454184021,10.6382978723,1.25891798783e-06,0.00821134722503,0.000161930762152
29,Unobtanium,1367699.0,,8.84,119.0,154,84176.0,-1.63,0.0149723554177,6.15457055975,0.118527685521,0.113122171946,1.30270643958e-06,0.00870074482763,0.000167563136487
30,Mintcoin,1250309.0,,7.8e-05,123.0,16,242723.0,133.93,0.01368727383,19.4130410962,0.341776698972,12820.5128205,1.34649489133e-06,0.00983756815315,0.000173195510823
31,Anoncoin,1191483.0,,1.59,127.0,751,26131.0,-8.29,0.0130432989643,2.19314920985,0.0367948934416,0.62893081761,1.39028334308e-06,0.0106589854828,0.000178827885159
32,Terracoin,1161370.0,,0.22,131.0,5,10881.0,-2.41,0.0127136485524,0.936910717515,0.0153214662867,4.54545454545,1.43407179483e-06,0.0112797816372,0.000184460259494
33,UltraCoin,1134155.0,,0.23,135.0,4,50745.0,4.75,0.0124157228738,4.47425616428,0.0714537089164,4.34782608696,1.47786024658e-06,0.0119031349331,0.00019009263383
