#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,10316236436.0,,838.64,5.0,12,15799692.0,+0.03,77.6104623941,0.153153643754,45.8870544229,0.00119240675379
2,Ripple,1893034742.0,,0.019,8.0,99,89215.0,1.70,14.2415601432,0.00471280309973,0.259107175022,52.6315789474
3,Litecoin,568126786.0,,22.64,11.0,25,10141815.0,2.54,4.27409577451,1.78513234192,29.4548790478,0.0441696113074
4,PPCoin,110101809.0,,5.22,14.0,21,608641.0,2.50,0.828311018261,0.552798365011,1.76767640097,0.191570881226
5,Nxt,75675367.0,,0.076,17.0,999,363589.0,1.87,0.569316170791,0.480458852614,1.0559717386,13.1578947368
6,MasterCoin,70470939.0,,125.13,20.0,563,29172.0,+0.79,0.530162544749,0.0413957872762,0.08472425612,0.00799168864381
7,DogeCoin,53128131.0,,0.0015,23.0,34,4363066.0,+1.00,0.39969022023,8.21234611095,12.6716550546,666.666666667
8,Namecoin,43062778.0,,5.49,26.0,7,687011.0,2.87,0.323967188353,1.59537083279,1.99528643635,0.182149362477
9,Quarkcoin,21107500.0,,0.085,29.0,247,81868.0,4.28,0.15879461906,0.387862134312,0.237769278762,11.7647058824
10,MegaCoin,16469483.0,,0.75,32.0,21,74404.0,+21.33,0.123902180699,0.451768886734,0.216091579335,1.33333333333
11,ProtoShares,15282319.0,,11.18,35.0,1,27417.0,3.04,0.114970983013,0.179403400754,0.0796272086262,0.0894454382826
12,Worldcoin,13552012.0,,0.33,38.0,41,131018.0,2.12,0.101953646004,0.966778955036,0.380515651595,3.0303030303
13,Primecoin,12021222.0,,2.91,41.0,4,191441.0,0.68,0.0904373027655,1.5925252857,0.556002204713,0.343642611684
14,Feathercoin,8523729.0,,0.28,44.0,30,244978.0,10.47,0.0641251829692,2.87407072656,0.711489744131,3.57142857143
15,Novacoin,7898249.0,,13.85,47.0,570,21286.0,0.95,0.0594196110953,0.26950277207,0.0618209418542,0.072202166065
16,Infinitecoin,7348386.0,,8.2,5.0,50,65727.0,6.87,0.0552829162892,0.894441309969,0.190890963321,0.121951219512
17,Devcoin,4434824.0,,0.00072,53.0,6,37776.0,+2.47,0.0333637895382,0.851803814537,0.109712858192,1388.88888889
18,YbCoin,3695153.0,,3.91,56.0,944,640.0,+3.89,0.0277991431009,0.0173199864796,0.00185875236243,0.255754475703
19,Zetacoin,3678729.0,,0.023,59.0,159,4846.0,1.93,0.0276755830951,0.13173027967,0.0140742405443,43.4782608696
20,Digitalcoin,3495957.0,,0.28,62.0,12,28881.0,+3.19,0.0263005642574,0.826125721798,0.0838791046553,3.57142857143
21,Mooncoin,3396513.0,,0.00015,65.0,22,44779.0,+338.51,0.0255524333989,1.31838152835,0.130051675058,6666.66666667
22,NetCoin,2971029.0,,0.014,68.0,209,13452.0,+1.86,0.0223514588781,0.452772423292,0.0390686512178,71.4285714286
23,Particle,2882640.0,,0.0042,71.0,691,36996.0,+206.62,0.0216864963016,1.28340687703,0.107447503751,238.095238095
24,Tickets,2850280.0,,4.3,5.0,66,4338.0,19.92,0.0214430475809,0.152195573768,0.0125988558566,0.232558139535
25,Anoncoin,2471328.0,,3.62,76.0,682,7387.0,+5.48,0.0185921396817,0.298908117417,0.0214540682832,0.276243093923
26,Copperlark,2136122.0,,0.36,79.0,5,6143.0,5.50,0.0160703389437,0.287577207669,0.0178411183788,2.77777777778
27,IXCoin,2027483.0,,0.11,82.0,17,1071.0,+2.43,0.0152530328383,0.0528241173909,0.00311050590651,9.09090909091
28,Freicoin,1998828.0,,0.055,85.0,36,2028.0,+7.63,0.015037457341,0.101459455241,0.00588992154845,18.1818181818
29,EarthCoin,1885910.0,,0.002,88.0,952,261409.0,+24.75,0.0141879597314,13.8611598645,0.759210306735,500.0
30,Terracoin,1841691.0,,0.37,91.0,4,17833.0,1.98,0.0138552941263,0.968294898547,0.0517923919988,2.7027027027
31,LottoCoin,1700939.0,,0.00035,94.0,4,501815.0,20.58,0.012796397515,29.5022337662,1.45742158868,2857.14285714
32,CryptogenicBullion,1368257.0,,1.46,97.0,936,69759.0,+52.61,0.0102935851754,5.09838429476,0.202601103204,0.684931506849
33,TagCoin,1095552.0,,1.48,100.0,739,10703.0,+11.58,0.00824198803743,0.976950432293,0.0310847289611,0.675675675676
34,GoldCoin,1080175.0,,0.037,103.0,29,6790.0,+5.66,0.00812630475626,0.628601846923,0.0197202008452,27.027027027
35,BBQCoin,958443.0,,0.031,106.0,30,3604.0,+5.68,0.00721049821511,0.376026534703,0.0104670992409,32.2580645161
36,BitBar,767035.0,,82.27,109.0,9,10941.0,+0.81,0.00577050956439,1.42640166355,0.0317759524959,0.0121550990641
37,Fastcoin,757815.0,,0.014,112.0,53,25970.0,+13.02,0.00570114623914,3.42695776674,0.0754246857068,71.4285714286
38,Extremecoin,711035.0,,0.21,115.0,3,3014.0,2.01,0.00534921387957,0.423889119382,0.00875356190682,4.7619047619
39,Frozen,640455.0,,0.13,118.0,4,6318.0,+1.26,0.00481823085396,0.986486169989,0.0183493709779,7.69230769231
40,Deutsche-eMark,623688.0,,0.17,121.0,3,25365.0,+119.02,0.00469209041204,4.06693731481,0.0736675838641,5.88235294118
41,Sexcoin,614863.0,,0.011,124.0,55,7236.0,20.56,0.00462569872599,1.17684752538,0.0210155188977,90.9090909091
42,MemoryCoin,599402.0,,0.20,127.0,3,8392.0,+8.68,0.0045093835013,1.40006206185,0.0243728903524,5.0
43,Catcoin,596421.0,,0.56,130.0,1,102747.0,+19.86,0.00448695702922,17.2272606095,0.298408170285,1.78571428571
44,Unobtanium,577628.0,,4.28,133.0,135,10194.0,+6.95,0.00434557471127,1.76480364525,0.0296064399728,0.233644859813
45,ASICcoin,563325.0,,0.0014,136.0,410,12455.0,7.25,0.00423797127949,2.21097945236,0.0361730635532,714.285714286
46,StableCoin,537660.0,,0.055,139.0,9,8272.0,+12.68,0.00404488996251,1.53851876651,0.0240243742844,18.1818181818
47,JKC,506491.0,,0.05,142.0,10,9588.0,24.50,0.00381040129822,1.89302475266,0.0278464338297,20.0
