#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,8264307744.0,,667.92,5.0,12,34419995.0,6.26,76.18940738,0.416489754087,78.3945839128,0.00149718529165
2,Ripple,1732940893.0,,0.017,9.0,99,21136.0,5.93,15.9761402591,0.0012196607562,0.0481391100022,58.8235294118
3,Litecoin,454105353.0,,17.77,13.0,25,5612244.0,4.53,4.18643869576,1.23589029791,12.7823822519,0.0562746201463
4,PPCoin,96257909.0,,4.56,17.0,21,709207.0,6.66,0.887410448585,0.736777899466,1.61528168941,0.219298245614
5,DogeCoin,50569992.0,,0.0011,21.0,46,867330.0,3.67,0.4662093718,1.71510804273,1.9754208118,909.090909091
6,Nxt,46734204.0,,0.047,25.0,999,69739.0,7.43,0.430846892133,0.149224751961,0.15883674264,21.2765957447
7,MasterCoin,35019210.0,,62.18,29.0,563,4951.0,3.82,0.322845293213,0.0141379545684,0.0112763405385,0.0160823415889
8,Namecoin,33864991.0,,4.24,33.0,7,678706.0,2.90,0.312204442906,2.00415231175,1.54581296334,0.235849056604
9,Quarkcoin,18373620.0,,0.074,37.0,247,92424.0,5.72,0.169388079751,0.503025533346,0.21050383719,13.5135135135
10,ProtoShares,14900882.0,,10.32,41.0,1,15417.0,5.92,0.13737259117,0.103463674164,0.0351135815152,0.0968992248062
11,MegaCoin,10408751.0,,0.47,45.0,22,17503.0,6.60,0.0959592254816,0.16815658286,0.0398646310735,2.12765957447
12,Primecoin,9869557.0,,2.27,49.0,4,94607.0,5.49,0.090988346783,0.958573925861,0.21547581283,0.440528634361
13,Infinitecoin,8329955.0,,9.2,5.0,53,11014.0,4.96,0.0767946154247,0.132221602638,0.0250853594609,0.108695652174
14,Worldcoin,7495513.0,,0.17,57.0,43,176133.0,15.91,0.0691018184667,2.34984583443,0.401158490823,5.88235294118
15,Novacoin,6713749.0,,9.61,61.0,698,32441.0,5.61,0.0618946647987,0.483202455141,0.0738872477092,0.104058272633
16,Feathercoin,6343122.0,,0.19,65.0,32,46099.0,8.98,0.0584778206583,0.726755689076,0.104994551097,5.26315789474
17,Vertcoin,5019958.0,,3.13,69.0,1,286556.0,22.04,0.0462794509764,5.70833461156,0.652656642969,0.319488817891
