#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
20,Mooncoin,3788583.0,,0.00015,61.0,25,119359.0,+7.03,0.0270625837159,3.15049188575,0.202025402876,6666.66666667
21,Digitalcoin,3517165.0,,0.28,64.0,12,24549.0,+1.74,0.0251237922609,0.697976921754,0.0415512999875,3.57142857143
22,Zetacoin,3463511.0,,0.022,67.0,159,15900.0,+2.96,0.0247405313249,0.459071733856,0.0269121214632,45.4545454545
23,Kittehcoin,3337547.0,,0.00069,70.0,4,409169.0,+173.74,0.0238407460238,12.2595726742,0.692553825597,1449.27536232
24,Anoncoin,2430552.0,,3.52,73.0,690,3787.0,+2.79,0.0173619046952,0.155808227925,0.00640982414977,0.284090909091
25,Copperlark,2330662.0,,0.39,76.0,5,1554.0,+5.64,0.016648371037,0.0666763348782,0.00263027904112,2.5641025641
26,FedoraCoin,2240916.0,,2,5.0,79,284658.0,+3.93,0.0160072979397,12.7027519104,0.481808218332,0.5
27,Particle,2225773.0,,0.0032,82.0,693,4069.0,+0.48,0.0158991285515,0.18281289242,0.00688713347383,312.5
28,Terracoin,1990959.0,,0.40,85.0,5,80206.0,+7.57,0.0142218065732,4.02851088345,0.135755573213,2.5
29,IXCoin,1887951.0,,0.11,88.0,17,2492.0,+5.15,0.0134860004358,0.13199495114,0.00421792494883,9.09090909091
30,Freicoin,1804531.0,,0.05,91.0,36,410.0,4.95,0.0128901151843,0.0227205850163,0.000693960364775,20.0
31,EarthCoin,1499581.0,,0.0015,94.0,1,121481.0,0.79,0.0107117981449,8.10099621161,0.20561707091,666.666666667
32,LottoCoin,1497603.0,,0.00029,97.0,5,189452.0,6.91,0.010697668907,12.6503485904,0.320663851286,3448.27586207
33,TagCoin,1002269.0,,1.32,100.0,757,14166.0,+0.66,0.00715940200289,1.41339301126,0.0239771768961,0.757575757576
34,BBQCoin,887598.0,,0.029,103.0,31,2505.0,+0.10,0.00634028479277,0.282222357419,0.00423992857015,34.4827586207
35,GoldCoin,858899.0,,0.029,106.0,29,3795.0,1.53,0.00613528226542,0.441844733781,0.00642336483981,34.4827586207
36,CryptogenicBullion,840200.0,,0.90,109.0,937,29911.0,22.23,0.00600171167903,3.55998571769,0.0506269474897,1.11111111111
38,Dimecoin,754961.0,,7.5,6.0,115,68995.0,+5.96,0.00539283295752,9.13888267076,0.116779988702,0.133333333333
39,Extremecoin,734568.0,,0.21,118.0,3,306.0,13.22,0.00524716180033,0.0416571372562,0.000517931394198,4.7619047619
40,BitBar,669953.0,,71.38,121.0,9,4500.0,2.79,0.00478560431385,0.671688909521,0.00761663814997,0.014009526478
41,Fastcoin,647323.0,,0.012,124.0,54,5044.0,3.56,0.00462395383147,0.779209142885,0.00853740507299,83.3333333333
42,Frozen,643158.0,,0.13,127.0,5,3132.0,+0.36,0.00459420242806,0.486972097059,0.00530118015238,7.69230769231
43,MemoryCoin,580724.0,,0.19,130.0,3,8492.0,7.27,0.00414822424791,1.46231256156,0.0143734424821,5.26315789474
44,Unobtanium,564818.0,,4.09,133.0,138,3897.0,+2.96,0.00403460460262,0.689956764834,0.00659600863788,0.244498777506
45,Deutsche-eMark,523963.0,,0.14,136.0,3,5712.0,15.49,0.00374276940785,1.09015331235,0.0096680526917,7.14285714286
46,ASICcoin,523881.0,,0.0013,139.0,414,7633.0,+0.74,0.00374218366594,1.45701027523,0.0129195108886,769.230769231
47,Datacoin,511739.0,,0.26,142.0,1,1235.0,0.13,0.00365545100323,0.241333961258,0.0020903440256,3.84615384615
48,I0Coin,480874.0,,0.024,20139750.0,I0C,170.0,+4.78,0.00343497631747,0.0353522960276,0.000287739663443,41.6666666667
49,RedCoin,469820.0,,0.015,147.0,32,3565.0,16.90,0.00335601544994,0.758801243029,0.00603407000103,66.6666666667
50,Catcoin,448943.0,,0.42,150.0,1,11091.0,10.99,0.00320688698681,2.47046952508,0.0187724741603,2.38095238095
51,StableCoin,446914.0,,0.045,153.0,9,12393.0,13.90,0.00319239344599,2.77301673253,0.020976221465,22.2222222222
52,JKC,429925.0,,0.042,156.0,10,2097.0,+3.43,0.0030710377215,0.487759492935,0.00354935337789,23.8095238095
53,Grain,404899.0,,0.00053,159.0,758,9108.0,+32.17,0.00289227214607,2.24944986281,0.0154160756155,1886.79245283
54,Yacoin,404545.0,,0.026,162.0,15,650.0,0.52,0.00288974345536,0.160674337836,0.00110018106611,38.4615384615
55,RonPaulCoin,396872.0,,27.71,165.0,14,31901.0,13.98,0.00283493372706,8.0381080046,0.0539951941383,0.0360880548538
56,FlorinCoin,393386.0,,0.0099,168.0,39,1220.0,2.92,0.00281003255245,0.310127965916,0.00206495523177,101.01010101
57,GrandCoin,331536.0,,0.001,171.0,319,6570.0,2.00,0.00236822599764,1.98168524685,0.011120291699,1000.0
58,FourtyTwo,323832.0,,299,452.0,174,10164.0,5.18,0.00231319483033,3.1386644927,0.0172034467014,0.00334448160535
59,Philosopher-Stones,309462.0,,0.19,177.0,1,1910.0,+7.30,0.00221054713118,0.617200173204,0.0032328397481,5.26315789474
60,Bytecoin,300491.0,,0.16,180.0,1,3350.0,+14.57,0.00214646553695,1.11484204186,0.00567016395609,6.25
61,QQCoin,244762.0,,0.017,183.0,14,2587.0,7.12,0.0017483824732,1.05694511403,0.00437872064311,58.8235294118
62,Tigercoin,227849.0,,0.0088,186.0,25,1684.0,+1.53,0.00162756963146,0.739085973605,0.00285031525435,113.636363636
63,Diamond,211102.0,,0.89,189.0,237,2587.0,+23.87,0.00150794255995,1.22547394151,0.00437872064311,1.12359550562
65,Xivra,198174.0,,0.00075,195.0,262,2799.0,0.58,0.00141559534668,1.41239516788,0.00473754892928,1333.33333333
66,GlobalCoin,194495.0,,0.0071,198.0,27,1902.0,+0.11,0.0013893155356,0.977917170107,0.00321929905806,140.845070423
67,Luckycoin,183217.0,,0.015,201.0,11,2184.0,4.27,0.00130875459259,1.19202912394,0.00369660838212,66.6666666667
68,Franko,169931.0,,1.69,204.0,100,2241.0,+6.82,0.00121385011584,1.31877055982,0.00379308579869,0.591715976331
69,CasinoCoin,167194.0,,0.017,207.0,9,2238.0,+2.70,0.0011942991936,1.33856478103,0.00378800803992,58.8235294118
70,Elacoin,146831.0,,0.72,210.0,203,1005.0,+4.09,0.00104884233223,0.684460365999,0.00170104918683,1.38888888889
71,Krugercoin,143455.0,,0.0044,213.0,32,916.0,4.95,0.00102472690897,0.638527761319,0.00155040901008,227.272727273
72,Argentum,129449.0,,0.19,216.0,674,1630.0,1.90,0.000924679332467,1.25918315321,0.00275891559655,5.26315789474
73,Joulecoin,113211.0,,0.03,219.0,3,1147.0,+3.29,0.000808688146744,1.01315243218,0.00194139643512,33.3333333333
74,CraftCoin,100564.0,,0.33,222.0,302,804.0,5.20,0.000718348171018,0.799490871485,0.00136083934946,3.0303030303
75,Noirbits,99499.0,,0.047,225.0,2,2115.0,+17.63,0.000710740669307,2.12564950402,0.00357981993049,21.2765957447
