#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,7086575006.0,,570.09,8.0,12,18652678.0,1.04,75.9244602752,0.263211466529,71.0568789412,0.00175410900033,8.5710753317e-08,1.12889512821e-07,3.04757864543e-05
2,Ripple,1498009250.0,,0.015,12.0,99,76280.0,1.65,16.0494376617,0.00509209138729,0.290586623842,66.6666666667,1.28566129976e-07,8.01063144303e-07,4.57136796815e-05
3,Litecoin,362218226.0,,13.97,16.0,25,2960857.0,0.71,3.88074962695,0.81742352744,11.2793057067,0.0715819613457,1.71421506634e-07,4.41722664723e-06,6.09515729087e-05
4,PPCoin,75451158.0,,3.56,20.0,21,344768.0,-1.98,0.808371948853,0.456941959724,1.31338449304,0.280898876404,2.14276883293e-07,2.65072141106e-05,7.61894661358e-05
5,DogeCoin,65674402.0,,0.0012,24.0,52,595516.0,2.49,0.703625308633,0.906770342576,2.26860230577,833.333333333,2.57132259951e-07,3.65439185879e-05,9.1427359363e-05
6,Nxt,51741341.0,,0.052,28.0,999,164120.0,-1.38,0.554348664343,0.317193170544,0.625210759111,19.2307692308,2.9998763661e-07,5.41153349698e-05,0.00010666525259
7,Namecoin,26473748.0,,3.27,32.0,8,169709.0,-0.32,0.283635610526,0.641046367896,0.646501905422,0.305810397554,3.42843013268e-07,0.000120874460239,0.000121903145817
8,MasterCoin,26270180.0,,46.65,36.0,563,28971.0,-10.03,0.281454614697,0.110280934504,0.110364251171,0.021436227224,3.85698389927e-07,0.000137037507927,0.000137141039045
9,ProtoShares,25073099.0,,16.45,40.0,1,852637.0,0.13,0.26862927541,3.40060476768,3.24809789188,0.0607902735562,4.28553766585e-07,0.000159533530339,0.000152378932272
10,Quarkcoin,14826567.0,,0.06,44.0,247,144558.0,2.25,0.158849528334,0.974993064814,0.550689842283,16.6666666667,4.71409143244e-07,0.000296764584816,0.000167616825499
11,Feathercoin,8577899.0,,0.25,48.0,34,34881.0,1.53,0.0919022731459,0.406638035724,0.132878238414,4.0,5.14264519902e-07,0.000559577584208,0.000182854718726
12,MegaCoin,8201042.0,,0.37,52.0,22,157932.0,14.38,0.0878646859756,1.92575528817,0.601637738288,2.7027027027,5.57119896561e-07,0.000634065768716,0.000198092611953
13,Primecoin,7845764.0,,1.73,56.0,4,37713.0,-0.52,0.0840582928484,0.48067976554,0.143666666819,0.578034682081,5.99975273219e-07,0.000713760954319,0.00021333050518
14,Infinitecoin,6879833.0,,7.6e-05,60.0,90,96608.0,-2.07,0.0737094586407,1.40422013151,0.368025597223,13157.8947368,6.42830649878e-07,0.000872114192307,0.000228568398408
15,Novacoin,5712335.0,,8.02,64.0,712,28993.0,2.3,0.0612010670061,0.507550765142,0.110448059584,0.124688279302,6.85686026536e-07,0.00112038247057,0.000243806291635
16,Worldcoin,5442184.0,,0.12,68.0,45,71185.0,0.54,0.0583067112912,1.30802266149,0.271177357344,8.33333333333,7.28541403195e-07,0.00124949836316,0.000259044184862
17,Vertcoin,3922066.0,,1.97,72.0,1,131076.0,7.99,0.0420204039274,3.34201413235,0.499330523161,0.507614213198,7.71396779853e-07,0.00183576716965,0.000274282078089
18,DarkCoin,3782642.0,,1.1,76.0,3,76594.0,-7.46,0.0405266369186,2.02488102231,0.29178279846,0.909090909091,8.14252156512e-07,0.0020091777123,0.000289519971316
19,MaxCoin,3548978.0,,0.81,80.0,4,341192.0,-1.38,0.0380231972357,9.61380994754,1.29976181649,1.23456790123,8.5710753317e-07,0.00225417007375,0.000304757864543
20,YbCoin,3319986.0,,3.06,84.0,1,59186.0,-0.55,0.0355698126327,1.78271836086,0.225467487136,0.326797385621,8.99962909829e-07,0.00253013115116,0.000319995757771
21,Tickets,2561573.0,,3.8e-05,66876281414.0,TIX,19348.0,-1.47,0.0274442939383,0.755317143021,0.0737056895398,26315.7894737,716.502057379,2610750.55889,254763.408904
22,Devcoin,2455228.0,,0.00039,91.0,6,59314.0,-5.51,0.0263049301806,2.41582451813,0.225955099719,2564.1025641,9.74959818981e-07,0.00370637676012,0.000346662070918
23,Digitalcoin,2097844.0,,0.16,95.0,13,26170.0,4.08,0.0224759736977,1.2474712133,0.0996939164387,6.25,1.01781519564e-06,0.00452845874145,0.000361899964145
24,Zetacoin,1992908.0,,0.012,99.0,160,12536.0,-1.27,0.0213517057464,0.629030542303,0.0477555573739,83.3333333333,1.0606705723e-06,0.00496761516337,0.000377137857372
25,Freicoin,1770631.0,,0.046,103.0,38,5066.0,-6.2,0.0189702646071,0.286112690899,0.0192987917722,21.7391304348,1.10352594896e-06,0.00581713524726,0.0003923757506
26,NetCoin,1604374.0,,0.0072,107.0,223,13225.0,0.25,0.0171890130178,0.824309045148,0.0503802844823,138.888888889,1.14638132561e-06,0.00666926788891,0.000407613643827
27,Applecoin,1490837.0,,0.1,111.0,14,37688.0,6.29,0.0159725952929,2.52797589542,0.143571429986,10.0,1.18923670227e-06,0.00744548196751,0.000422851537054
28,IXCoin,1453570.0,,0.079,115.0,18,3700.0,-1.34,0.0155733224624,0.254545704713,0.0140950512351,12.6582278481,1.23209207893e-06,0.00791155568703,0.000438089430281
29,Mintcoin,1314936.0,,8.1e-05,119.0,16,146931.0,12.3,0.0140880193905,11.1740039059,0.55972972244,12345.6790123,1.27494745559e-06,0.00904987010775,0.000453327323508
30,Copperlark,1232614.0,,0.19,123.0,6,881.0,9.42,0.0132060343111,0.0714741192295,0.00335614598328,5.26315789474,1.31780283225e-06,0.00997879303659,0.000468565216735
31,Unobtanium,1231612.0,,7.94,127.0,155,33853.0,-6.25,0.0131952990393,2.74867409541,0.128962099855,0.125944584383,1.36065820891e-06,0.0103116890709,0.000483803109963
32,UltraCoin,1195923.0,,0.24,131.0,4,57519.0,4.81,0.0128129326549,4.80959058401,0.219117095133,4.16666666667,1.40351358557e-06,0.0109538824824,0.00049904100319
33,Anoncoin,1182814.0,,1.57,135.0,753,9721.0,-3.62,0.0126724848717,0.821853647319,0.0370318900153,0.636942675159,1.44636896222e-06,0.0114134597663,0.000514278896417
34,Terracoin,1156636.0,,0.22,139.0,5,19023.0,-1.46,0.0123920178592,1.64468337489,0.0724676107151,4.54545454545,1.48922433888e-06,0.0120176096888,0.000529516789644
35,Mooncoin,945916.0,,3.5e-05,143.0,26,47424.0,-10.5,0.0101343966168,5.01355300048,0.180660462101,28571.4285714,1.53207971554e-06,0.0151176214378,0.000544754682871
36,Particle,940341.0,,0.0014,147.0,688,2438.0,8.64,0.0100746669356,0.259267648651,0.00928749592196,714.285714286,1.5749350922e-06,0.0156326268875,0.000559992576098
37,MinCoin,884494.0,,0.55,151.0,1,50451.0,-9.68,0.00947633088055,5.7039392014,0.192191737801,1.81818181818,1.61779046886e-06,0.01707190778,0.000575230469326
38,Kittehcoin,821892.0,,0.00013,155.0,6,17914.0,1.24,0.00880562280815,2.17960510627,0.0682429048179,7692.30769231,1.66064584552e-06,0.0188589255036,0.000590468362553
39,SecureCoin,750619.0,,0.59,159.0,1,14181.0,4.59,0.00804201499301,1.88924074664,0.0540221409636,1.69491525424,1.70350122218e-06,0.0211825173623,0.00060570625578
40,FedoraCoin,715174.0,,4.7e-06,163.0,152,33771.0,-6.45,0.00766226278659,4.72206763669,0.128649723044,212765.957447,1.74635659883e-06,0.0227916562962,0.000620944149007
41,CacheCoin,687648.0,,3.0,167.0,229,3922.0,-9.41,0.00736735351212,0.570349946484,0.0149407543092,0.333333333333,1.78921197549e-06,0.0242856810461,0.000636182042234
42,TagCoin,666163.0,,0.73,171.0,912,13430.0,10.56,0.00713716657024,2.01602310546,0.0511612265102,1.3698630137,1.83206735215e-06,0.0256693932266,0.000651419935461
43,MemoryCoin,655240.0,,0.15,175.0,4,42314.0,-14.59,0.00702013925043,6.45778645992,0.161194053504,6.66666666667,1.87492272881e-06,0.0267077711983,0.000666657828689
44,BBQCoin,629617.0,,0.019,179.0,32,10550.0,4.25,0.0067456184214,1.6756218463,0.0401899433867,52.6315789474,1.91777810547e-06,0.0284299820367,0.000681895721916
