#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,8650940701.0,,699.34,5.0,12,46953639.0,3.98,76.2795581043,0.542757610101,77.1967962935,0.00142991963852
2,Ripple,1798508025.0,,0.018,9.0,99,86536.0,4.48,15.8583213243,0.00481154372386,0.142274424439,55.5555555556
3,Litecoin,477140615.0,,18.68,13.0,25,8367857.0,1.76,4.20718122153,1.75375072608,13.7576504399,0.0535331905782
4,PPCoin,100069144.0,,4.74,17.0,21,1340837.0,3.26,0.882358387142,1.33991053226,2.20447920452,0.210970464135
5,DogeCoin,52297210.0,,0.0011,21.0,45,872020.0,+0.91,0.461129974966,1.66743120713,1.43369399556,909.090909091
6,Nxt,49078937.0,,0.049,25.0,999,123350.0,5.76,0.432752894278,0.251329811809,0.202800571492,20.4081632653
7,MasterCoin,35839934.0,,63.64,29.0,563,2411.0,3.72,0.316018156001,0.00672713292385,0.00396394145007,0.0157133878064
8,Namecoin,34920354.0,,4.38,33.0,7,1207321.0,3.71,0.307909771206,3.45735613104,1.98496464348,0.228310502283
9,Quarkcoin,19465525.0,,0.079,37.0,247,110079.0,1.49,0.171637015741,0.565507480533,0.180981630395,12.6582278481
10,ProtoShares,15525666.0,,10.78,41.0,1,18326.0,2.73,0.1368973598,0.118036804347,0.0301299008768,0.0927643784787
11,MegaCoin,11037111.0,,0.50,45.0,22,24690.0,3.94,0.0973195839535,0.223699843193,0.0405929964339,2.0
12,Primecoin,10186384.0,,2.34,49.0,4,174251.0,5.57,0.0898183095985,1.71062665613,0.286487250774,0.42735042735
13,Infinitecoin,8828227.0,,9.8,5.0,53,28938.0,3.82,0.0778427777602,0.327789487062,0.0475771620415,0.102040816327
14,Worldcoin,8724827.0,,0.20,57.0,43,148366.0,6.43,0.0769310495932,1.70050363176,0.243929546736,5.0
15,Novacoin,7104950.0,,10.18,61.0,697,35401.0,1.60,0.0626478050289,0.498258256568,0.05820302417,0.098231827112
16,Feathercoin,6841478.0,,0.21,65.0,32,92560.0,6.77,0.0603246440656,1.35292403191,0.152178523691,4.7619047619
17,Vertcoin,6328933.0,,4.00,69.0,1,436083.0,19.54,0.0558052851357,6.89030836635,0.716967017574,0.25
18,YbCoin,3509592.0,,3.44,73.0,1,574.0,+12.42,0.0309457822148,0.0163551774679,0.000943717292551,0.290697674419
19,Tickets,3185001.0,,4.8,5.0,66,3350.0,+1.06,0.0280837052569,0.105180500728,0.00550775771785,0.208333333333
20,Zetacoin,2745914.0,,0.017,80.0,160,25446.0,+1.72,0.024212061295,0.926685977784,0.0418359411607,58.8235294118
21,Digitalcoin,2653845.0,,0.20,84.0,13,15036.0,7.36,0.0234002440745,0.56657415938,0.0247207895658,5.0
22,Devcoin,2527979.0,,0.0004,88.0,6,3359.0,2.29,0.0222904222421,0.132872939213,0.00552255467888,2500.0
23,Mooncoin,2067749.0,,7.7,5.0,92,76190.0,10.95,0.0182323501504,3.68468319898,0.125264495678,0.12987012987
24,NetCoin,1856698.0,,0.0084,96.0,219,8273.0,4.87,0.0163714106787,0.44557596335,0.0136016954029,119.047619048
25,Kittehcoin,1846819.0,,0.0003,100.0,6,91767.0,+0.75,0.0162843027236,4.96892223873,0.150874747013,3333.33333333
26,Anoncoin,1765877.0,,2.45,104.0,720,12494.0,3.84,0.015570597682,0.707523796958,0.0205414701274,0.408163265306
27,IXCoin,1641956.0,,0.091,108.0,18,846.0,+11.34,0.0144779258621,0.0515239141609,0.0013909143371,10.989010989
28,Unobtanium,1536507.0,,10.33,112.0,148,149496.0,+11.07,0.0135481306641,9.72960097155,0.245787387399,0.0968054211036
29,Freicoin,1445444.0,,0.039,116.0,37,1256.0,5.74,0.0127451838355,0.0868937157026,0.0020649981175,25.641025641
