#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,6938298472.0,,558.32,8.0,12,50764822.0,-3.38,75.8728701116,0.731660971416,72.1673942546,0.00179108754836,8.74829705499e-08,1.15302044619e-07,1.13728194307e-05
2,Ripple,1470517013.0,,0.015,12.0,99,136011.0,1.84,16.0806495677,0.00924919594929,0.193353567948,66.6666666667,1.31224455825e-07,8.16039521741e-07,1.7059229146e-05
3,Litecoin,355043667.0,,13.7,16.0,25,8498421.0,-4.67,3.88253433301,2.39362697885,12.0813759349,0.0729927007299,1.749659411e-07,4.50648793012e-06,2.27456388614e-05
4,PPCoin,75261892.0,,3.56,20.0,21,879896.0,-4.22,0.823016735171,1.16911225139,1.25086229072,0.280898876404,2.18707426375e-07,2.65738735348e-05,2.84320485767e-05
5,DogeCoin,63061800.0,,0.0012,24.0,52,2284158.0,-2.73,0.689604199028,3.62209451681,3.24716456065,833.333333333,2.6244891165e-07,3.80579051026e-05,3.41184582921e-05
6,Nxt,51526681.0,,0.052,28.0,999,183973.0,-5.95,0.563463389557,0.357044149613,0.26153646364,19.2307692308,3.06190396925e-07,5.43407792945e-05,3.98048680074e-05
7,Namecoin,26117073.0,,3.23,32.0,8,716017.0,-4.51,0.285599891014,2.74156679043,1.01789150629,0.30959752322,3.499318822e-07,0.000122525215594,4.54912777228e-05
8,ProtoShares,25580743.0,,16.89,36.0,1,3000864.0,-8.14,0.279734923314,11.7309493317,4.26603555101,0.0592066311427,3.93673367475e-07,0.000140730861492,5.11776874381e-05
9,MasterCoin,23896073.0,,42.43,40.0,563,29942.0,-32.62,0.261312431315,0.125300922875,0.0425656199242,0.0235682300259,4.3741485275e-07,0.000167391520774,5.68640971534e-05
10,Quarkcoin,14820247.0,,0.06,44.0,247,164414.0,-0.89,0.16206490398,1.10938771803,0.233731341735,16.6666666667,4.81156338025e-07,0.000296891138184,6.25505068688e-05
11,Feathercoin,8391939.0,,0.25,48.0,34,66998.0,-3.04,0.0917689690492,0.798361379891,0.0952445195272,4.0,5.24897823299e-07,0.000571977465518,6.82369165841e-05
12,Primecoin,7790732.0,,1.72,52.0,4,128565.0,-4.56,0.0851945472648,1.65023004257,0.182768316263,0.581395348837,5.68639308574e-07,0.000667459745759,7.39233262995e-05
13,MegaCoin,7066926.0,,0.32,56.0,22,187179.0,-8.69,0.0772794598921,2.64866223306,0.266094121027,3.125,6.12380793849e-07,0.000792423749732,7.96097360148e-05
14,Infinitecoin,6757869.0,,7.5e-05,60.0,90,334336.0,-7.19,0.0738998068384,4.94735840544,0.475292869647,13333.3333333,6.56122279124e-07,0.000887853848602,8.52961457302e-05
