#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
49,Fastcoin,368483.0,,0.0064,196.0,57,4484.0,3.49,0.00325814760829,1.21688110442,0.0077088607423,156.25
50,RedCoin,365450.0,,0.011,200.0,33,743.0,8.25,0.00323132965008,0.203310986455,0.00127736028803,90.9090909091
51,FlorinCoin,354352.0,,0.0088,204.0,40,1255.0,11.31,0.00313320050394,0.354167607351,0.00215758702756,113.636363636
52,I0Coin,352302.0,,0.017,20176038.0,I0C,22.0,4.50,0.00311507428754,0.00624464238068,3.78222427142e-05,58.8235294118
53,Coino,323643.0,,0.068,211.0,4,13470.0,+7.19,0.0028616697823,4.16199330744,0.0231575276982,14.7058823529
54,ASICcoin,311419.0,,0.00073,215.0,428,1640.0,4.22,0.00275358448023,0.526621689749,0.00281947627506,1369.8630137
55,JKC,305873.0,,0.03,219.0,10,523.0,10.10,0.00270454643333,0.170985997456,0.000899137860888,33.3333333333
56,QQCoin,305315.0,,0.019,223.0,15,5011.0,3.15,0.00269961256564,1.64125575226,0.00861487537459,52.6315789474
57,USDeCoin,289063.0,,0.0012,227.0,243,9900.0,4.03,0.00255591145886,3.42485894078,0.0170200092214,833.333333333
58,Franko,281913.0,,2.57,231.0,109,5409.0,9.65,0.00249269075289,1.91867703866,0.00929911412915,0.389105058366
59,Catcoin,277462.0,,0.25,235.0,1,1447.0,+3.76,0.00245333475816,0.521512855814,0.00248767205489,4.0
60,Deutsche-eMark,275607.0,,0.064,239.0,4,2225.0,6.33,0.00243693274284,0.807308958045,0.00382520409269,15.625
61,Yacoin,269380.0,,0.017,243.0,16,1029.0,4.25,0.00238187325527,0.381988269359,0.00176904944332,58.8235294118
62,KlondikeCoin,243247.0,,0.059,247.0,4,11287.0,6.82,0.00215080378545,4.64013944674,0.0194045297053,16.9491525424
63,Datacoin,228628.0,,0.15,251.0,1,560.0,14.43,0.00202154175739,0.244939377504,0.000962747996362,6.66666666667
64,GrandCoin,221310.0,,0.00066,255.0,334,1574.0,0.32,0.00195683558588,0.711219556279,0.00270600954692,1515.15151515
65,Philosopher-Stones,220511.0,,0.13,259.0,1,746.0,+21.09,0.00194977078251,0.338305118566,0.00128251786658,7.69230769231
66,StableCoin,208631.0,,0.02,263.0,10,2037.0,2.99,0.00184472714797,0.976364969731,0.00350199583677,50.0
67,HoboNickels,197315.0,,0.068,267.0,2,8145.0,24.54,0.00174467043345,4.12791728961,0.0140028257685,14.7058823529
68,Bytecoin,191427.0,,0.095,271.0,2,2335.0,+13.57,0.00169260840314,1.21978613257,0.00401431530626,10.5263157895
69,Argentum,167521.0,,0.22,275.0,769,4910.0,4.69,0.00148123019376,2.93097581796,0.00844123689668,4.54545454545
70,Elacoin,165570.0,,0.73,279.0,225,9913.0,+9.27,0.00146397934099,5.98719574802,0.0170423587285,1.3698630137
71,FourtyTwo,160726.0,,122,169.0,283,6127.0,+3.27,0.00142114841795,3.81207769745,0.0105334945959,0.00819672131148
72,CasinoCoin,153229.0,,0.014,287.0,10,2891.0,+7.50,0.00135485951827,1.88671857155,0.00497018653122,71.4285714286
73,RonPaulCoin,152024.0,,7.05,291.0,21,9173.0,5.33,0.00134420483985,6.03391569752,0.015770156019,0.141843971631
74,eToken,145194.0,,0.60,295.0,242,642.0,7.75,0.00128381359205,0.442167031696,0.00110372181012,1.66666666667
75,Luckycoin,143202.0,,0.012,299.0,12,1760.0,8.81,0.00126620021494,1.22903311406,0.00302577941714,83.3333333333
76,Diamond,142478.0,,0.56,303.0,255,1668.0,9.78,0.00125979856583,1.17070705653,0.00286761367488,1.78571428571
77,GlobalCoin,131138.0,,0.0044,307.0,30,2000.0,12.57,0.00115952964195,1.52511095182,0.00343838570129,227.272727273
78,BattleCoin,128697.0,,0.016,311.0,8,1810.0,+17.76,0.00113794618136,1.40640418969,0.00311173905967,62.5
79,Xivra,117197.0,,0.00035,315.0,335,2118.0,2.69,0.00103626252839,1.80721349523,0.00364125045767,2857.14285714
80,Noirbits,88410.0,,0.041,319.0,2,667.0,0.89,0.000781726239879,0.754439543038,0.00114670163138,24.3902439024
81,Phenixcoin,87855.0,,0.0091,323.0,9,953.0,5.26,0.000776818898366,1.08474190427,0.00163839078667,109.89010989
82,Astrocoin,86497.0,,7.63,327.0,11,4065.0,3.74,0.00076481138526,4.6995849567,0.00698851893788,0.131061598952
83,TeslaCoin,85209.0,,0.0043,331.0,19,2434.0,13.17,0.000753422816127,2.85650576817,0.00418451539848,232.558139535
85,Joulecoin,71483.0,,0.017,339.0,4,2323.0,5.66,0.000632056744772,3.24972371053,0.00399368499205,58.8235294118
86,CraftCoin,69573.0,,0.22,343.0,321,1815.0,+1.84,0.000615168416323,2.60877064378,0.00312033502392,4.54545454545
