#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
36,LeafCoin,875615.0,,0.0001,144.0,8,17196.0,15.63,0.00773186857226,1.96387681801,0.0284391373931,10000.0
37,TagCoin,856394.0,,1.03,148.0,835,3534.0,2.05,0.0075621430127,0.412660527748,0.00584460988296,0.970873786408
38,LottoCoin,799855.0,,0.00013,152.0,6,25834.0,2.72,0.00706289149553,3.22983540767,0.0427248590029,7692.30769231
39,CryptogenicBullion,749706.0,,0.80,156.0,940,13691.0,1.04,0.00662006505123,1.82618253022,0.0226424883723,1.25
40,BBQCoin,707399.0,,0.022,160.0,31,1288.0,4.14,0.00624648515174,0.182075462363,0.00213012380567,45.4545454545
41,Sexcoin,703765.0,,0.012,164.0,58,5529.0,+3.18,0.00621439615099,0.785631567356,0.00914398642979,83.3333333333
42,GoldCoin,654858.0,,0.022,168.0,29,2245.0,+3.25,0.00578253683353,0.342822413409,0.00371283225445,45.4545454545
43,Extremecoin,547930.0,,0.16,172.0,3,4.0,4.76,0.00483833962049,0.000730020258062,6.61529132197e-06,6.25
44,Frozen,538089.0,,0.097,176.0,5,4746.0,7.47,0.00475144147619,0.882010225074,0.00784904315351,10.3092783505
45,BitBar,502716.0,,52.16,180.0,9,1216.0,8.30,0.00443909028645,0.241886074841,0.00201104856188,0.0191717791411
46,DigiByte,490044.0,,0.0011,184.0,454,15618.0,17.89,0.00432719380392,3.18706075373,0.0258294049666,909.090909091
47,MemoryCoin,484924.0,,0.13,188.0,3,7093.0,10.31,0.00428198310391,1.46270343394,0.0117305653367,7.69230769231
48,SmartCoin,391233.0,,0.19,192.0,2,100265.0,+112.65,0.00345467144479,25.6279506074,0.165820546099,5.26315789474
49,Fastcoin,370844.0,,0.0064,196.0,57,4507.0,0.96,0.0032746321943,1.21533582854,0.00745377949703,156.25
50,RedCoin,367404.0,,0.011,200.0,33,746.0,6.53,0.00324425625523,0.203046237929,0.00123375183155,90.9090909091
51,FlorinCoin,356252.0,,0.0088,204.0,40,1300.0,9.67,0.00314578169927,0.364910232083,0.00214996967964,113.636363636
52,I0Coin,352701.0,,0.017,20175996.0,I0C,22.0,4.00,0.00311442560635,0.00623757800517,3.63841022708e-05,58.8235294118
53,Coino,323909.0,,0.068,211.0,4,13578.0,3.56,0.00286018606051,4.19191810045,0.0224556063924,14.7058823529
54,ASICcoin,313083.0,,0.00073,215.0,428,1735.0,5.96,0.00276459015459,0.554166147635,0.0028693826109,1369.8630137
55,JKC,307515.0,,0.03,219.0,10,1828.0,8.44,0.00271542351832,0.594442547518,0.00302318813414,33.3333333333
56,QQCoin,305634.0,,0.019,223.0,15,5028.0,2.64,0.0026988138842,1.64510492943,0.00831542119171,52.6315789474
57,USDeCoin,289326.0,,0.0012,227.0,243,9875.0,3.53,0.00255481074049,3.41310494045,0.0163315004511,833.333333333
58,Franko,283667.0,,2.59,231.0,109,5445.0,10.52,0.00250484055468,1.9195042074,0.00900506531203,0.3861003861
59,Catcoin,277776.0,,0.25,235.0,1,1553.0,+4.30,0.00245282175902,0.559083578135,0.00256838685575,4.0
60,Deutsche-eMark,275884.0,,0.064,239.0,4,2063.0,5.83,0.00243611499253,0.747778051645,0.0034118364993,15.625
61,Yacoin,269665.0,,0.017,243.0,16,959.0,+0.22,0.00238119988641,0.35562642538,0.00158601609444,58.8235294118
62,KlondikeCoin,243651.0,,0.06,247.0,4,11297.0,6.24,0.00215149067741,4.63654981921,0.0186832365161,16.6666666667
63,Datacoin,228887.0,,0.15,251.0,1,564.0,+2.59,0.00202112138542,0.246409800469,0.000932756076397,6.66666666667
64,Philosopher-Stones,220729.0,,0.13,255.0,1,749.0,+20.99,0.00194908449271,0.3393301288,0.00123871330004,7.69230769231
65,GrandCoin,216970.0,,0.00065,259.0,334,1543.0,3.99,0.00191589171511,0.711158224639,0.00255184862745,1538.46153846
66,StableCoin,209010.0,,0.02,263.0,10,2051.0,2.05,0.00184560320493,0.981292761112,0.00339199062534,50.0
67,HoboNickels,197524.0,,0.068,267.0,2,8226.0,24.46,0.00174417935721,4.16455721836,0.0136043466036,14.7058823529
68,Bytecoin,191639.0,,0.095,271.0,2,2328.0,+14.17,0.00169221354285,1.21478404709,0.00385009954938,10.5263157895
69,Argentum,167694.0,,0.22,275.0,769,4932.0,7.14,0.00148077404836,2.9410712369,0.00815665419998,4.54545454545
70,Elacoin,165713.0,,0.74,279.0,225,9924.0,+10.92,0.00146328139275,5.98866715345,0.0164125377698,1.35135135135
71,RonPaulCoin,162010.0,,7.52,283.0,21,9629.0,+1.33,0.00143058310718,5.94346028023,0.0159246600348,0.132978723404
72,FourtyTwo,160898.0,,122,307.0,287,6495.0,+0.72,0.00142076390827,4.03671891509,0.010741579284,0.00819672131148
73,CasinoCoin,153229.0,,0.014,291.0,10,2891.0,+7.50,0.00135304499062,1.88671857155,0.00478120180295,71.4285714286
74,eToken,145352.0,,0.60,295.0,242,643.0,7.27,0.00128348938828,0.442374373934,0.00106340808001,1.66666666667
75,Luckycoin,143348.0,,0.012,299.0,12,1771.0,7.81,0.00126579363772,1.2354549767,0.0029289202328,83.3333333333
76,Diamond,142580.0,,0.56,303.0,255,1658.0,9.34,0.00125901203272,1.16285594052,0.00274203825296,1.78571428571
77,GlobalCoin,131272.0,,0.0044,307.0,30,2042.0,12.11,0.00115915996325,1.5555487842,0.00337710621986,227.272727273
78,BattleCoin,122797.0,,0.015,311.0,8,1571.0,+12.31,0.00108432389243,1.27934721532,0.0025981556667,66.6666666667
79,Xivra,118209.0,,0.00035,315.0,335,2128.0,1.90,0.00104381086671,1.80020133831,0.00351933498329,2857.14285714
80,Noirbits,88510.0,,0.041,319.0,2,671.0,+1.61,0.000781562316007,0.758106428652,0.00110971511926,24.3902439024
81,Phenixcoin,87470.0,,0.009,323.0,9,1006.0,4.28,0.000772378892567,1.15010860867,0.00166374576747,111.111111111
82,Astrocoin,86595.0,,7.64,327.0,11,4077.0,3.77,0.000764652454577,4.70812402564,0.00674263567991,0.130890052356
83,TeslaCoin,85285.0,,0.0043,331.0,19,2450.0,15.12,0.000753084873129,2.87272087706,0.0040518659347,232.558139535
85,CraftCoin,71910.0,,0.22,339.0,321,635.0,+0.60,0.000634980749566,0.883048254763,0.00105017749736,4.54545454545
86,Joulecoin,71555.0,,0.017,343.0,4,2332.0,5.17,0.000631846023295,3.25903151422,0.00385671484071,58.8235294118
