#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,10870737378.0,,882.70,5.0,12,33397361.0,+3.48,77.4831639834,0.307222590692,56.1802700866,0.00113288773083
2,Ripple,1996580802.0,,0.02,8.0,99,71103.0,+4.17,14.2309939343,0.00356123828942,0.119607826019,50.0
3,Litecoin,607417308.0,,24.13,11.0,25,13231348.0,+4.64,4.32947768358,2.17829617723,22.2574683146,0.0414421881475
4,PPCoin,127489193.0,,6.05,14.0,21,2242965.0,+1.98,0.908702482991,1.75933735811,3.77306397038,0.165289256198
5,Nxt,77471775.0,,0.077,17.0,999,267280.0,+3.02,0.552194210722,0.345003067246,0.449612248966,12.987012987
6,MasterCoin,68198114.0,,121.10,20.0,563,18550.0,4.42,0.486094500003,0.027200165682,0.0312043819901,0.00825763831544
7,DogeCoin,60362182.0,,0.0016,23.0,36,4607619.0,11.69,0.430242465039,7.63328767671,7.75083036879,625.0
8,Namecoin,48631912.0,,6.18,26.0,7,1857053.0,+4.03,0.346632825474,3.81858932464,3.12389170825,0.161812297735
9,Quarkcoin,21997238.0,,0.089,29.0,247,91689.0,+3.88,0.156789327151,0.416820511739,0.154237120232,11.2359550562
10,ProtoShares,16828042.0,,12.18,32.0,1,12873.0,+0.55,0.119944939563,0.0764973132347,0.0216546635773,0.0821018062397
11,Primecoin,14017818.0,,3.35,35.0,4,353542.0,+6.29,0.0999145552887,2.5220900999,0.594720195017,0.298507462687
12,Worldcoin,13970817.0,,0.33,38.0,41,155742.0,2.68,0.0995795470861,1.1147665881,0.261985598917,3.0303030303
13,MegaCoin,13917434.0,,0.64,41.0,21,33977.0,+0.05,0.099199050014,0.244132646866,0.0571553254382,1.5625
14,Infinitecoin,12193188.0,,0.00014,44.0,89,188738.0,+30.61,0.0869091720674,1.54789707171,0.31749070879,7142.85714286
15,Feathercoin,10178539.0,,0.33,47.0,31,1246970.0,+1.07,0.0725493937554,12.2509723645,2.09762416228,3.0303030303
16,Novacoin,8412139.0,,14.67,50.0,573,67996.0,+2.73,0.0599590554829,0.80830808906,0.114381302307,0.068166325835
17,Tickets,4353980.0,,6.5,5.0,66,51443.0,+21.29,0.0310337868159,1.18151668129,0.0865362276399,0.153846153846
18,Devcoin,3976426.0,,0.00064,55.0,6,7007.0,+6.47,0.0283427017977,0.176213514347,0.0117870137253,1562.5
19,YbCoin,3890172.0,,4.05,58.0,960,995.0,4.27,0.027727910676,0.0255772752464,0.00167376604206,0.246913580247
20,Mooncoin,3836168.0,,0.00015,61.0,25,123630.0,+10.73,0.0273429873132,3.22274728323,0.207967533447,6666.66666667
21,Digitalcoin,3515404.0,,0.28,64.0,12,24699.0,+3.69,0.0250566833811,0.702593499922,0.0415480879124,3.57142857143
22,Zetacoin,3478271.0,,0.022,67.0,159,16260.0,+2.79,0.0247920111489,0.467473638483,0.027352196828,45.4545454545
23,Kittehcoin,3445468.0,,0.00071,70.0,4,414527.0,+172.33,0.0245582017816,12.0310796676,0.697307754891,1408.45070423
24,Anoncoin,2435926.0,,3.53,73.0,690,3899.0,+2.27,0.0173625069898,0.160062333585,0.00655880783717,0.28328611898
25,Copperlark,2335751.0,,0.39,76.0,5,1557.0,+6.71,0.0166484914007,0.066659502661,0.00261914947486,2.5641025641
26,FedoraCoin,2240916.0,,2,5.0,79,284658.0,+2.89,0.015972537636,12.7027519104,0.478845119598,0.5
27,Particle,2230703.0,,0.0032,82.0,693,4078.0,+1.50,0.0158997426152,0.182812324187,0.00685991750705,312.5
28,Terracoin,1951040.0,,0.39,85.0,5,81859.0,+8.78,0.0139063935593,4.1956597507,0.137701321042,2.5641025641
29,Freicoin,1808192.0,,0.05,88.0,36,411.0,4.00,0.0128882183773,0.0227298870916,0.000691374716871,20.0
30,IXCoin,1712403.0,,0.096,91.0,17,1826.0,3.87,0.0122054648034,0.106633777212,0.00307165506814,10.4166666667
31,EarthCoin,1529338.0,,0.0015,94.0,1,123938.0,+2.58,0.0109006356165,8.10402932511,0.20848564394,666.666666667
32,LottoCoin,1500671.0,,0.00029,97.0,5,189526.0,5.97,0.0106963063438,12.6294171074,0.318816264208,3448.27586207
33,TagCoin,1004506.0,,1.33,100.0,757,14300.0,+0.99,0.00715979978302,1.42358532453,0.0240551300517,0.751879699248
34,BBQCoin,889016.0,,0.029,103.0,31,2508.0,+1.06,0.00633662373734,0.282109658319,0.00421889973215,34.4827586207
35,GoldCoin,879807.0,,0.03,106.0,29,2501.0,+2.84,0.0062709849097,0.284266890352,0.00420712449366,33.3333333333
36,CryptogenicBullion,828096.0,,0.88,109.0,937,29473.0,22.74,0.00590240532274,3.55912841023,0.0495788005604,1.13636363636
38,Extremecoin,736203.0,,0.21,115.0,3,307.0,12.34,0.00524742119973,0.0417004549017,0.000516428316495,4.7619047619
39,Dimecoin,719283.0,,7.1,6.0,118,65590.0,+4.48,0.00512682081275,9.11880303024,0.110333984622,0.140845070423
40,BitBar,671401.0,,71.54,121.0,9,4512.0,1.81,0.00478553312187,0.672027596027,0.00758998229324,0.0139781940173
41,Frozen,644529.0,,0.13,124.0,5,3055.0,+1.38,0.00459399803919,0.473989533442,0.00513905051105,7.69230769231
42,Fastcoin,637646.0,,0.012,127.0,54,4969.0,1.91,0.00454493820091,0.779272511707,0.00835873714874,83.3333333333
43,MemoryCoin,608881.0,,0.20,130.0,3,8507.0,2.00,0.00433991041535,1.3971531383,0.0143102791154,5.0
44,Unobtanium,566784.0,,4.11,133.0,138,4312.0,+4.14,0.00403985636743,0.760783649503,0.0072535469079,0.243309002433
