#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
45,ASICcoin,526244.0,,0.0013,136.0,414,7582.0,+1.97,0.00375090012107,1.44077652192,0.0127542654582,769.230769231
46,Datacoin,512877.0,,0.26,139.0,1,1268.0,3.02,0.00365562438982,0.247232767311,0.00213300034305,3.84615384615
47,Deutsche-eMark,509345.0,,0.13,142.0,3,5562.0,12.84,0.00363044941542,1.09199069393,0.00935626806626,7.69230769231
48,RedCoin,490352.0,,0.015,145.0,32,3717.0,12.75,0.00349507334272,0.758026886808,0.00625265163652,66.6666666667
49,I0Coin,481944.0,,0.024,20139723.0,I0C,170.0,+5.84,0.00343514378872,0.0352738077453,0.000285970077538,41.6666666667
50,StableCoin,456800.0,,0.046,150.0,9,12686.0,11.31,0.0032559253413,2.77714535902,0.021340096492,21.7391304348
51,Catcoin,444642.0,,0.42,153.0,1,10977.0,12.49,0.00316926697812,2.46872765056,0.0184652561243,2.38095238095
52,JKC,428968.0,,0.042,156.0,10,2095.0,+3.82,0.00305754768346,0.488381417728,0.00352416066142,23.8095238095
53,Grain,405729.0,,0.00053,159.0,758,9181.0,+34.63,0.0028919074711,2.26284046741,0.015444066364,1886.79245283
54,Yacoin,405428.0,,0.026,162.0,15,651.0,+0.49,0.00288976203868,0.16057105084,0.00109509717928,38.4615384615
55,FlorinCoin,392475.0,,0.0099,165.0,39,1220.0,2.55,0.00279743716796,0.310847824702,0.00205225585057,101.01010101
56,RonPaulCoin,347819.0,,24.29,168.0,14,28689.0,23.97,0.00247914338066,8.24825555821,0.0482599738499,0.0411692054343
57,GrandCoin,332248.0,,0.001,171.0,318,6872.0,+6.74,0.00236815823729,2.06833449712,0.0115599198402,1000.0
58,FourtyTwo,322631.0,,298,353.0,174,10080.0,1.90,0.00229961131521,3.12431229485,0.0169563434211,0.00335570469799
59,Bytecoin,302484.0,,0.16,177.0,1,3345.0,+16.25,0.00215600989697,1.10584361487,0.00562688181979,6.25
60,Philosopher-Stones,287625.0,,0.17,180.0,1,1768.0,+0.52,0.00205009966351,0.614689265537,0.00297408880639,5.88235294118
61,QQCoin,245297.0,,0.017,183.0,14,2593.0,6.17,0.00174839912094,1.05708589995,0.00436188477091,58.8235294118
62,Tigercoin,225399.0,,0.0087,186.0,25,1639.0,+1.24,0.00160657249563,0.727154956322,0.00275708798285,114.942528736
64,Diamond,209457.0,,0.88,192.0,237,2565.0,+23.89,0.00149294298207,1.22459502428,0.00431478381697,1.13636363636
65,Xivra,198577.0,,0.00076,195.0,262,2805.0,+0.43,0.00141539379706,1.41255029535,0.00471850627937,1315.78947368
66,GlobalCoin,193705.0,,0.0071,198.0,27,1965.0,+0.63,0.00138066772819,1.01442915774,0.00330547766095,140.845070423
67,Luckycoin,183087.0,,0.015,201.0,11,2177.0,3.32,0.00130498599598,1.18905219923,0.00366209916941,66.6666666667
68,Franko,170297.0,,1.69,204.0,100,1903.0,+7.90,0.00121382293749,1.11745949723,0.0032011826915,0.591715976331
69,CasinoCoin,167110.0,,0.017,207.0,9,2237.0,2.47,0.00119110701354,1.33863921968,0.00376302978501,58.8235294118
70,Elacoin,147118.0,,0.72,210.0,203,1197.0,6.00,0.00104861038608,0.813632594244,0.00201356578125,1.38888888889
71,Krugercoin,143455.0,,0.0044,213.0,32,916.0,4.01,0.00102250168528,0.638527761319,0.00154087406485,227.272727273
72,Argentum,129804.0,,0.19,216.0,674,1636.0,0.81,0.00092520169221,1.26036177622,0.00275204145207,5.26315789474
73,Joulecoin,113450.0,,0.03,219.0,3,1148.0,+1.91,0.00080863557349,1.0118995152,0.00193113911184,33.3333333333
74,CraftCoin,100780.0,,0.33,222.0,302,862.0,+3.29,0.0007183278369,0.855328438182,0.00145003651081,3.0303030303
75,Noirbits,99720.0,,0.047,225.0,2,2120.0,+18.82,0.000710772493507,2.12595266747,0.00356621508459,21.2765957447
