#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
39,Sexcoin,673007.0,,0.011,156.0,59,3542.0,11.19,0.00622444353997,0.526294674498,0.00808130311127,90.9090909091
40,BBQCoin,649151.0,,0.021,160.0,31,1002.0,8.94,0.00600380642165,0.154355458129,0.00228612809641,47.619047619
41,Freicoin,595272.0,,0.016,164.0,37,32.0,57.52,0.00550549541821,0.00537569380048,7.30100789273e-05,62.5
42,Extremecoin,594459.0,,0.17,168.0,3,39.0,+6.34,0.00549797622065,0.00656058702114,8.89810336927e-05,5.88235294118
43,GoldCoin,588482.0,,0.02,172.0,29,1009.0,14.30,0.00544269670789,0.171458090477,0.00230209905118,50.0
44,Frozen,517323.0,,0.093,176.0,5,1754.0,+3.03,0.00478456807348,0.339053164077,0.0040018649512,10.752688172
46,BitBar,462249.0,,47.90,184.0,9,2276.0,9.11,0.00427520486697,0.492375321526,0.00519284186371,0.0208768267223
47,MemoryCoin,453155.0,,0.12,188.0,3,2995.0,+6.84,0.00419109713919,0.660921759663,0.0068332870746,8.33333333333
48,DigiByte,400738.0,,0.00087,192.0,461,11452.0,26.30,0.00370630774319,2.85772749278,0.0261284819961,1149.42528736
49,FlorinCoin,346002.0,,0.0085,196.0,40,1174.0,19.76,0.00320007059914,0.339304397084,0.00267855727065,117.647058824
50,Fastcoin,343795.0,,0.006,200.0,57,3180.0,8.24,0.00317965870611,0.924969822132,0.0072553765934,166.666666667
51,RedCoin,342811.0,,0.01,204.0,33,593.0,10.10,0.0031705579799,0.172981613776,0.00135296802512,100.0
52,I0Coin,338743.0,,0.017,20178045.0,I0C,103.0,5.87,0.00313293424594,0.0304065323859,0.000235001191547,58.8235294118
53,JKC,293361.0,,0.029,211.0,10,707.0,4.76,0.00271320949311,0.240999996591,0.0016130664313,34.4827586207
54,SmartCoin,289258.0,,0.13,215.0,2,96951.0,1.03,0.00267526205446,33.5171369504,0.221200005065,7.69230769231
55,USDeCoin,283530.0,,0.0011,219.0,247,8107.0,3.82,0.00262228546938,2.85930942052,0.0184966471832,909.090909091
56,Deutsche-eMark,272838.0,,0.063,223.0,4,3849.0,2.83,0.00252339831021,1.41072724474,0.00878174355598,15.873015873
57,ASICcoin,268012.0,,0.00062,227.0,429,3542.0,11.99,0.00247876405748,1.3215826157,0.00808130311127,1612.90322581
58,Catcoin,263272.0,,0.24,231.0,1,2391.0,6.77,0.00243492519343,0.908186210459,0.00545522183485,4.16666666667
59,Yacoin,257740.0,,0.016,235.0,16,721.0,6.27,0.00238376135463,0.279739272135,0.00164500834083,62.5
60,Coino,245233.0,,0.051,239.0,4,5811.0,13.93,0.00226808779498,2.3695832127,0.0132581740202,19.6078431373
61,QQCoin,238071.0,,0.015,243.0,15,1545.0,21.83,0.00220184856622,0.648966064745,0.00352501787321,66.6666666667
62,Franko,232662.0,,2.11,247.0,110,2483.0,25.51,0.00215182231819,1.0672133825,0.00566512581177,0.473933649289
64,Datacoin,219200.0,,0.14,255.0,1,749.0,3.24,0.0020273162448,0.341697080292,0.00170889215989,7.14285714286
65,KlondikeCoin,217405.0,,0.052,259.0,4,7959.0,14.84,0.00201071481843,3.66090936271,0.0181589755682,19.2307692308
66,GrandCoin,207790.0,,0.00062,263.0,334,3944.0,5.08,0.00192178851508,1.898070167,0.00899849222779,1612.90322581
67,RonPaulCoin,196186.0,,8.96,267.0,21,8577.0,+35.48,0.0018144665365,4.37187159125,0.0195689827175,0.111607142857
68,HoboNickels,188838.0,,0.065,271.0,2,1640.0,7.11,0.00174650704852,0.868469269956,0.00374176654503,15.3846153846
69,Philosopher-Stones,187303.0,,0.11,275.0,1,1149.0,+5.05,0.00173231028558,0.613444525715,0.00262151814648,9.09090909091
70,Bytecoin,178835.0,,0.088,279.0,2,2448.0,+5.57,0.00165399224744,1.36885956328,0.00558527103794,11.3636363636
71,Argentum,169167.0,,0.22,283.0,774,2077.0,+2.07,0.0015645757627,1.22778083196,0.00473881043538,4.54545454545
72,StableCoin,168070.0,,0.016,287.0,10,2672.0,20.69,0.00155442993277,1.58981376807,0.00609634159043,62.5
73,FourtyTwo,152158.0,,114,566.0,291,5503.0,1.43,0.00140726453091,3.61663533958,0.0125554520105,0.00877192982456
74,Elacoin,147759.0,,0.65,295.0,227,5895.0,7.57,0.00136657947543,3.98960469413,0.0134498254774,1.53846153846
75,CasinoCoin,140304.0,,0.013,299.0,10,1821.0,8.96,0.00129763037596,1.29789599726,0.00415472980396,76.9230769231
76,Diamond,138605.0,,0.54,303.0,256,1072.0,5.86,0.00128191682532,0.773420872263,0.00244583764407,1.85185185185
77,Luckycoin,134848.0,,0.011,307.0,12,1299.0,9.62,0.00124716943877,0.963306834362,0.00296375289146,90.9090909091
78,GlobalCoin,122140.0,,0.004,311.0,30,886.0,22.42,0.00112963688932,0.725397085312,0.0020214665603,250.0
79,BattleCoin,107972.0,,0.013,315.0,8,925.0,12.25,0.00099860122985,0.85670358982,0.00211044759399,76.9230769231
80,Xivra,107772.0,,0.00032,319.0,339,1866.0,9.07,0.000996751488751,1.73143302528,0.00425740022745,3125.0
81,eToken,97544.0,,0.40,323.0,242,950.0,38.47,0.000902155728934,0.973919461986,0.00216748671815,2.5
82,Bitgem,92911.0,,3.74,327.0,24,3800.0,+38.04,0.00085930647637,4.0899355297,0.00866994687262,0.267379679144
84,Noirbits,84767.0,,0.039,335.0,2,383.0,4.99,0.000783985018808,0.451826772211,0.000873839382161,25.641025641
85,Phenixcoin,84276.0,,0.0087,339.0,9,732.0,5.21,0.000779443904409,0.868574683184,0.00167010555546,114.942528736
86,TeslaCoin,79646.0,,0.0039,343.0,20,2880.0,13.95,0.000736622397961,3.61600080356,0.00657090710346,256.41025641
87,Astrocoin,75150.0,,6.63,347.0,11,3129.0,9.38,0.000695040218049,4.16367265469,0.00713901678011,0.150829562594
88,Joulecoin,71043.0,,0.017,351.0,4,1291.0,4.33,0.000657055784576,1.81720929578,0.00294550037172,58.8235294118
89,CraftCoin,65316.0,,0.20,355.0,321,2600.0,13.73,0.000604088448199,3.980647927,0.00593206891284,5.0
