#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice,Supply/Total MarketCap(%) Volume,Supply/MarketCap(%),Supply/TotalVolume(%)
1,Bitcoin,7361268314.0,,592.15,8.0,12,32296027.0,6.11,75.9395283834,0.438729110561,72.5663303024,0.00168876129359,8.25287438459e-08,1.08676924393e-07,1.79752959217e-05
2,Ripple,1549779352.0,,0.015,12.0,99,94760.0,5.4,15.9876678949,0.00611441879631,0.212917380192,66.6666666667,1.23793115769e-07,7.74303773277e-07,2.69629438825e-05
3,Litecoin,379251372.0,,14.62,16.0,25,5955548.0,6.7,3.91239241663,1.57034316543,13.3815922095,0.0683994528044,1.65057487692e-07,4.21883773699e-06,3.59505918434e-05
4,PPCoin,79626999.0,,3.76,20.0,21,550140.0,5.85,0.821439525461,0.690896312694,1.23611616229,0.265957446809,2.06321859615e-07,2.51171088339e-05,4.49382398042e-05
5,DogeCoin,66668608.0,,0.0013,24.0,52,1321881.0,6.02,0.687759559025,1.98276376192,2.97015026853,769.230769231,2.47586231538e-07,3.59989517105e-05,5.3925887765e-05
6,Nxt,54027323.0,,0.054,28.0,999,154469.0,4.6,0.557350887569,0.285909039025,0.347078248216,18.5185185185,2.88850603461e-07,5.18256290433e-05,6.29135357259e-05
7,MasterCoin,27860301.0,,49.47,32.0,563,9863.0,13.91,0.287409455587,0.0354016275704,0.0221612929594,0.0202142712755,3.30114975384e-07,0.000114858773421,7.19011836867e-05
8,Namecoin,27769760.0,,3.43,36.0,8,508596.0,7.01,0.286475426213,1.83147423672,1.14277045057,0.291545189504,3.71379347307e-07,0.000129637418544,8.08888316476e-05
9,ProtoShares,25333809.0,,16.6,40.0,1,823015.0,0.36,0.2613459292,3.24868242277,1.84924227162,0.0602409638554,4.1264371923e-07,0.000157891772216,8.98764796084e-05
10,Quarkcoin,15156251.0,,0.061,44.0,247,151988.0,2.33,0.156353294555,1.00280735652,0.341503659568,16.393442623,4.53908091153e-07,0.000290309259196,9.88641275692e-05
11,MegaCoin,9096004.0,,0.41,48.0,22,305544.0,28.76,0.0938352230172,3.3591014252,0.686530477137,2.43902439024,4.95172463076e-07,0.000527704253428,0.00010785177553
