#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,8311422227.0,,671.74,5.0,12,34785243.0,4.48,76.1984237642,0.418523353163,78.0932471983,0.00148867121208
2,Ripple,1742548270.0,,0.017,9.0,99,47310.0,4.20,15.9755367831,0.00271498935292,0.106211462284,58.8235294118
3,Litecoin,454968323.0,,17.80,13.0,25,5678482.0,4.24,4.17111152922,1.24810491477,12.748253578,0.0561797752809
4,PPCoin,96754447.0,,4.58,17.0,21,772024.0,5.87,0.887036677023,0.797920947241,1.73320223967,0.218340611354
5,DogeCoin,50453726.0,,0.0011,21.0,46,859478.0,1.44,0.462555539742,1.70349757717,1.92953741664,909.090909091
6,Nxt,46942673.0,,0.047,25.0,999,71478.0,6.26,0.430366499521,0.152266574168,0.160468883982,21.2765957447
7,MasterCoin,35219494.0,,62.54,29.0,563,4979.0,1.98,0.32288937504,0.014137057165,0.0111779089138,0.0159897665494
8,Namecoin,33934726.0,,4.25,33.0,7,716864.0,3.61,0.311110729481,2.11247911653,1.60936744238,0.235294117647
9,Quarkcoin,18352520.0,,0.074,37.0,247,96073.0,5.20,0.168254368255,0.523486692836,0.215684925302,13.5135135135
10,ProtoShares,15029813.0,,10.41,41.0,1,16315.0,2.73,0.137792068408,0.108550918099,0.0366273516629,0.0960614793468
11,MegaCoin,10557678.0,,0.48,45.0,22,18158.0,4.48,0.0967919088019,0.171988575518,0.0407649066193,2.08333333333
12,Primecoin,9800625.0,,2.25,49.0,4,157409.0,5.36,0.0898513102219,1.60611185511,0.353384909464,0.444444444444
13,Infinitecoin,8383020.0,,9.3,5.0,53,12094.0,4.06,0.0768548261582,0.144267817565,0.0271511609568,0.10752688172
14,Worldcoin,7589471.0,,0.17,57.0,43,175773.0,14.63,0.069579635303,2.31601122134,0.394612288314,5.88235294118
15,Novacoin,6771095.0,,9.69,61.0,698,33081.0,3.40,0.0620768325885,0.488562042033,0.0742672032093,0.103199174407
16,Feathercoin,6585366.0,,0.20,65.0,32,42693.0,7.28,0.0603740846519,0.648301096704,0.0958462472904,5.0
17,Vertcoin,5195810.0,,3.24,69.0,1,316980.0,26.64,0.0476347514739,6.10068497501,0.711623532338,0.308641975309
18,YbCoin,4032699.0,,3.95,73.0,1,9984.0,+14.46,0.0369714471149,0.247576127055,0.0224141881092,0.253164556962
19,Tickets,2951884.0,,4.4,5.0,66,3160.0,7.48,0.0270626256002,0.107050277043,0.00709423421727,0.227272727273
20,Digitalcoin,2555586.0,,0.20,80.0,13,13243.0,8.23,0.0234293986848,0.518198174509,0.0297306783985,5.0
21,Devcoin,2522015.0,,0.0004,84.0,6,12051.0,+1.33,0.0231216225648,0.477832209563,0.0270546254912,2500.0
22,Zetacoin,2475694.0,,0.015,88.0,160,12451.0,13.41,0.0226969555114,0.502929683555,0.0279526298225,66.6666666667
23,Unobtanium,1952570.0,,13.10,92.0,149,258746.0,+43.67,0.0179009984363,13.2515607635,0.580887571766,0.0763358778626
24,Mooncoin,1817772.0,,6.8,5.0,96,34736.0,12.04,0.0166651816476,1.91091071928,0.07798269613,0.147058823529
25,NetCoin,1778788.0,,0.0081,100.0,220,5408.0,8.60,0.0163077795964,0.304027236523,0.0121410185592,123.456790123
26,Kittehcoin,1745465.0,,0.00028,104.0,6,34819.0,6.00,0.0160022771197,1.99482659349,0.0781690320288,3571.42857143
27,Anoncoin,1671990.0,,2.32,108.0,721,13777.0,6.27,0.0153286644656,0.823988181747,0.0309295141808,0.431034482759
28,IXCoin,1366137.0,,0.075,112.0,18,1183.0,16.00,0.0125246297448,0.0865945362727,0.00265584780982,13.3333333333
29,Particle,1227578.0,,0.0017,116.0,701,4657.0,+38.73,0.0112543324226,0.379364895754,0.0104550154272,588.235294118
30,Copperlark,1211492.0,,0.19,120.0,6,1551.0,9.14,0.0111068573202,0.128023957236,0.00348201179461,5.26315789474
31,Terracoin,1202225.0,,0.23,124.0,5,6324.0,7.39,0.0110218982393,0.526024662605,0.0141974484778,4.34782608696
32,FedoraCoin,1021089.0,,8,6.0,128,35261.0,6.42,0.00936125854251,3.45327390658,0.0791613268149,0.125
33,EarthCoin,964232.0,,0.0008,132.0,1,23393.0,0.24,0.00883999832234,2.42607588215,0.0525175383052,1250.0
