#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,8636431194.0,,698.16,5.0,12,44636099.0,4.15,76.2933685978,0.51683499813,77.3919863512,0.00143233642718
2,Ripple,1794781459.0,,0.018,9.0,99,81368.0,4.61,15.854919738,0.00453358817543,0.141079334586,55.5555555556
3,Litecoin,476211927.0,,18.64,13.0,25,7953523.0,1.98,4.20680849082,1.6701645946,13.790159921,0.0536480686695
4,PPCoin,99277036.0,,4.70,17.0,21,1188963.0,5.72,0.877003397666,1.19762137137,2.06147513626,0.212765957447
5,DogeCoin,52005793.0,,0.0011,21.0,45,839866.0,0.41,0.459413969201,1.61494701177,1.45619575781,909.090909091
6,Nxt,48321876.0,,0.048,25.0,999,117664.0,8.01,0.42687061521,0.24350047999,0.204010898937,20.8333333333
7,MasterCoin,35779461.0,,63.53,29.0,563,2407.0,3.90,0.316072176688,0.00672732325398,0.00417336002296,0.0157405949945
8,Namecoin,34547417.0,,4.33,33.0,7,1056773.0,5.71,0.305188423329,3.05890596683,1.83227843437,0.230946882217
9,Quarkcoin,19419680.0,,0.078,37.0,247,108258.0,3.22,0.171551509068,0.557465416526,0.187702371984,12.8205128205
10,ProtoShares,15801143.0,,10.97,41.0,1,21673.0,1.47,0.139585715452,0.137160963609,0.0375775786363,0.0911577028259
11,MegaCoin,11007439.0,,0.50,45.0,22,20356.0,6.33,0.0972386142007,0.184929482689,0.035294107448,2.0
12,Primecoin,10180486.0,,2.34,49.0,4,174483.0,5.46,0.0899333941828,1.71389656643,0.302526122512,0.42735042735
13,Infinitecoin,8774414.0,,9.7,5.0,53,29549.0,4.69,0.0775122948929,0.33676323,0.0512333258489,0.103092783505
14,Worldcoin,8601724.0,,0.20,57.0,43,84640.0,9.74,0.0759867687204,0.983988791084,0.146752468776,5.0
15,Novacoin,7069850.0,,10.13,61.0,697,35818.0,2.20,0.0624543471562,0.506630267969,0.0621027874126,0.0987166831194
16,Feathercoin,7042395.0,,0.22,65.0,32,85531.0,4.15,0.0622118124347,1.21451580038,0.14829732286,4.54545454545
