#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
1,Bitcoin,8616427983.0,,696.55,5.0,12,47797240.0,4.92,76.2687174572,0.554722213129,76.9269680628,0.00143564711794
2,Ripple,1791332921.0,,0.018,9.0,99,91363.0,5.43,15.8560675831,0.00510028029569,0.147043607186,55.5555555556
3,Litecoin,476788970.0,,18.67,13.0,25,8652072.0,1.74,4.22031998775,1.81465439521,13.9250230018,0.0535618639529
4,PPCoin,100167616.0,,4.74,17.0,21,1411285.0,3.49,0.886638363152,1.40892341892,2.27138378958,0.210970464135
5,DogeCoin,51804326.0,,0.0011,21.0,45,886001.0,0.18,0.458548427556,1.71028380912,1.42596875114,909.090909091
6,Nxt,48899068.0,,0.049,25.0,999,127075.0,6.63,0.432832399757,0.259872028645,0.204520061547,20.4081632653
7,MasterCoin,35696951.0,,63.39,29.0,563,2401.0,4.48,0.315973240335,0.00672606464345,0.00386427438737,0.0157753588894
8,Namecoin,34736315.0,,4.35,33.0,7,1309547.0,3.28,0.30747012561,3.76996523667,2.10764220373,0.229885057471
9,Quarkcoin,19354169.0,,0.078,37.0,247,110128.0,2.67,0.171314336984,0.569014355512,0.177244818714,12.8205128205
10,ProtoShares,15345235.0,,10.65,41.0,1,18237.0,4.41,0.135829069173,0.118844709775,0.0293514252405,0.093896713615
11,MegaCoin,10883289.0,,0.49,45.0,22,24797.0,5.66,0.0963339443426,0.227844725983,0.0399093760864,2.04081632653
12,Primecoin,10083969.0,,2.32,49.0,4,173325.0,7.07,0.0892587257766,1.71881726332,0.278956833898,0.431034482759
13,Infinitecoin,8907005.0,,9.9,5.0,53,29262.0,2.39,0.0788407735868,0.328527939526,0.0470955423253,0.10101010101
14,Worldcoin,8722325.0,,0.20,57.0,43,146999.0,6.57,0.0772060698827,1.68531899465,0.236586618354,5.0
15,Novacoin,7095248.0,,10.17,61.0,697,35395.0,1.59,0.0628039213081,0.49885500831,0.0569662607,0.0983284169125
16,Feathercoin,6813894.0,,0.21,65.0,32,92610.0,10.57,0.0603135031471,1.35913473265,0.149050583513,4.7619047619
17,Vertcoin,6328933.0,,4.00,69.0,1,436083.0,20.15,0.0560208480515,6.89030836635,0.70185104859,0.25
18,YbCoin,3495472.0,,3.43,73.0,1,572.0,+11.32,0.0309403347737,0.016364027519,0.000920601811567,0.291545189504
19,Tickets,3185431.0,,4.8,5.0,66,3269.0,+1.41,0.0281959922833,0.102623475442,0.00526127154198,0.208333333333
20,Zetacoin,2650513.0,,0.017,80.0,160,24688.0,+1.94,0.0234611404532,0.931442328334,0.0397339467202,58.8235294118
21,Digitalcoin,2625548.0,,0.20,84.0,13,14908.0,13.06,0.0232401615817,0.567805273413,0.0239935870749,5.0
22,Devcoin,2510718.0,,0.0004,88.0,6,3334.0,2.19,0.0222237384372,0.132790699712,0.00536588538421,2500.0
23,Mooncoin,1901458.0,,7.1,5.0,92,70129.0,12.36,0.0168308448982,3.68816981495,0.112868679097,0.140845070423
24,NetCoin,1857177.0,,0.0084,96.0,219,8226.0,5.03,0.0164388895445,0.442930318435,0.0132392840943,119.047619048
25,Kittehcoin,1800232.0,,0.00029,100.0,6,89512.0,2.32,0.0159348381993,4.97224802137,0.144064526848,3448.27586207
26,Anoncoin,1761149.0,,2.44,104.0,720,11918.0,5.29,0.0155888931871,0.67671730217,0.0191813503326,0.409836065574
27,IXCoin,1635419.0,,0.09,108.0,18,844.0,+10.77,0.0144759881799,0.0516075696809,0.00135837050518,11.1111111111
28,Unobtanium,1513227.0,,10.17,112.0,148,146998.0,+7.07,0.0133943999462,9.71420679118,0.23658500891,0.0983284169125
29,Freicoin,1433398.0,,0.039,116.0,37,1212.0,7.07,0.0126877897989,0.0845543247584,0.00195064579654,25.641025641
30,Copperlark,1344334.0,,0.22,120.0,6,1148.0,5.90,0.0118994356149,0.085395444882,0.00184764139804,4.54545454545
31,Terracoin,1252073.0,,0.24,124.0,5,20136.0,4.37,0.0110827830351,1.60821293966,0.0324077588771,4.16666666667
32,FedoraCoin,1098998.0,,8.6,6.0,128,30923.0,0.99,0.0097278324746,2.81374488398,0.0497688283551,0.116279069767
33,EarthCoin,1015797.0,,0.00085,132.0,1,27251.0,4.07,0.00899137491078,2.68272105549,0.0438589509913,1176.47058824
35,SecureCoin,978449.0,,0.83,140.0,1,4345.0,5.18,0.00866078733258,0.44407015593,0.00699303299171,1.20481927711
36,LeafCoin,873207.0,,0.0001,144.0,8,17237.0,16.05,0.00772923282085,1.97398784023,0.027741981514,10000.0
37,TagCoin,854114.0,,1.02,148.0,835,3583.0,3.73,0.00756023023355,0.419499036428,0.00576663687211,0.980392156863
38,LottoCoin,797501.0,,0.00013,152.0,6,26861.0,3.55,0.00705911760196,3.36814624684,0.043231267938,7692.30769231
39,CryptogenicBullion,739321.0,,0.79,156.0,940,14577.0,2.92,0.0065441345962,1.97167400899,0.0234608612014,1.26582278481
40,Sexcoin,705957.0,,0.012,160.0,58,5491.0,+1.34,0.00624881158134,0.777809413321,0.0088374555023,83.3333333333
41,BBQCoin,705423.0,,0.022,164.0,31,1400.0,5.06,0.00624408485523,0.198462482794,0.00225322121712,45.4545454545
